ID,Species,Site,Eelgrass,GFI,Group,Detail,Abundance,Biomass
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Sarsamphiascus,1,0.1
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Barnacle,Balanus crenatus,2,0.1
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Ectinosoma melaniceps,3,0.1
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,24,2.1
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,32,0.6
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Gammarid,Gammaridea,19,0.9
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Gammarid,Gammaridea,1,1.1
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Dactylopusia,2,0.1
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,2,0.1
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Cumacean,Cumacea,1,0.1
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Amphiascopsis,2,0.1
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Calanus marshallae,2,1.2
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Calanus,2,1
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Calanoida,1,1
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Detritus,Phaeophyceae,2,0.1
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Scutellidium,16,0.4
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,184,2.8
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,468,11.6
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,212,6.4
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,44,0.4
BCHUM44,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,764,16.4
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Gammarid,Gammaridea,2,1
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Gammarid,Gammaridea,5,1.6
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Gammarid,Gammaridea,2,1.3
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Insect,Insecta,1,0.1
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Eurytemora affinis,1,0.1
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Barnacle,Balanus glandula,1,0.1
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Ectinosoma melaniceps,5,0.1
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,12,0.1
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,139,5.5
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,62,2.2
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,130,5.5
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,49,0.6
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Scutellidium,2,0.1
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,1,0.1
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Detritus,Rocks/Plastic,2,0.1
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Dactylopusia,1,0.1
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Parathalestris bulbiseta,1,0.1
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Parathalestris,2,0.1
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,22,2.3
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,1,0.1
BCHUM45,Chum,Qualicum,Eelgrass,75-100%,Crustacean,Crustacea,1,1.4
BCHUM46,Chum,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticus,4,0.1
BCHUM46,Chum,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticus,1,0.1
BCHUM46,Chum,Qualicum,Eelgrass,100%,Harpacticoid,Dactylopusia,3,0.1
BCHUM46,Chum,Qualicum,Eelgrass,100%,Gammarid,Gammaridea,5,0.4
BCHUM46,Chum,Qualicum,Eelgrass,100%,Detritus,Rocks/Plastic,6,0.1
BCHUM46,Chum,Qualicum,Eelgrass,100%,Harpacticoid,Tigriopus,2,0.1
BCHUM46,Chum,Qualicum,Eelgrass,100%,Harpacticoid,Ectinosoma melaniceps,4,0.1
BCHUM46,Chum,Qualicum,Eelgrass,100%,Harpacticoid,Sarsamphiascus,1,0.1
BCHUM46,Chum,Qualicum,Eelgrass,100%,Harpacticoid,Zaus,8,0.1
BCHUM46,Chum,Qualicum,Eelgrass,100%,Harpacticoid,Zaus,6,0.1
BCHUM46,Chum,Qualicum,Eelgrass,100%,Harpacticoid,Amphiascopsis,1,0.1
BCHUM46,Chum,Qualicum,Eelgrass,100%,Harpacticoid,Scutellidium,2,0.1
BCHUM46,Chum,Qualicum,Eelgrass,100%,Harpacticoid,Pseudobradya,1,0.1
BCHUM46,Chum,Qualicum,Eelgrass,100%,Decapod,Pachygrapsus crasipes,1,0.1
BCHUM46,Chum,Qualicum,Eelgrass,100%,Decapod,Brachyura,1,0.1
BCHUM46,Chum,Qualicum,Eelgrass,100%,Harpacticoid,Tisbe,248,4.4
BCHUM46,Chum,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,404,7.2
BCHUM46,Chum,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,112,0.4
BCHUM46,Chum,Qualicum,Eelgrass,100%,Harpacticoid,Tisbe,172,4
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,44,1.2
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,39,0.7
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,15,1.4
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,7,0.6
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Barnacle,Balanus improvisus,1,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Barnacle,Balanus glandula,3,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Ectinosoma melaniceps,5,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Microsetella rosea,2,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Pseudobradya,7,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Detritus,Rocks/Plastic,2,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,9,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,8,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,8,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,5,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Sarsamphiascus,2,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Calanus pacificus,1,0.5
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Pseudocalanus minutus,1,0.2
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Eurytemora affinis,2,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Calanus pacificus,2,1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Calanoida,6,2.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Insect,Insecta,1,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Scutellidium,1,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Dactylopusia,2,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,151,2.7
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,171,6.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Digested food,Digested food,1,2.5
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,2,0.1
BCHUM47,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Calanus marshallae,3,2.8
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Pseudobradya,2,0.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Cumacean,Cumacea,3,1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Cumacean,Cumacea,4,0.8
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,38,3.7
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,8,0.8
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Parathalestris bulbiseta,1,0.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Parathalestris,3,0.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Detritus,Phaeophyceae,2,0.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,2,0.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Dactylopusia,1,0.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Scutellidium,2,0.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Detritus,Rocks/Plastic,3,0.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,14,0.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Amphiascopsis,1,0.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Sarsamphiascus,1,0.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Barnacle,Balanus glandula,1,0.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Microsetella rosea,1,0.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Thalestridae,1,0.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Euphausiid,Euphausiidae,2,0.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Gammarid,Gammaridea,5,0.3
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Eurytemora affinis,2,0.4
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Calanus marshallae,1,1.7
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Mesocalanus tenuicornis,3,0.4
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Calanoida,4,1.4
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Calanoida,1,2.1
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Fish,Neopterygii,1,1.2
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,177,2.5
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,306,9.7
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,92,3
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,175,4.7
BCHUM48,Chum,Qualicum,Eelgrass,75-100%,Digested food,Digested food,1,1.5
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Thalestridae,2,0.1
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,12,0.9
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,7,0.4
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,2,0.1
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Dactylopusia,1,0.1
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,34,0.7
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Sarsamphiascus,1,0.1
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Amphiascopsis,1,0.1
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Ectinosoma melaniceps,22,0.1
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Ectinosomatidae,5,0.1
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Detritus,Rocks/Plastic,7,0.1
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Barnacle,Balanus crenatus,2,0.1
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Detritus,Phaeophyceae,2,0.1
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Polychaete,Polychaeta,1,0.2
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Gammarid,Gammaridea,1,0.1
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Calanoida,1,0.1
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Calanoida,1,0.6
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Malacostracan,Eumalacostraca,1,0.1
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Crustacean,Crustacea,1,0.4
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Scutellidium,8,0.4
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,12,0.4
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,84,0.8
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,320,6.8
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,164,3.2
BCHUM49,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,296,4.4
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Ectinosoma melaniceps,4,0.1
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Pseudobradya,5,0.1
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Microsetella norvegica,1,0.1
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Sarsamphiascus,1,0.1
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Sarsamphiascus,1,0.1
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Amphiascopsis,1,0.1
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Dactylopusia,1,0.1
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,6,0.4
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,5,0.4
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Gammarid,Gammaridea,3,0.6
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Gammarid,Gammaridea,6,0.2
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Calanoid,Calanidae,1,0.5
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,304,6.8
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,20,0.4
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Scutellidium,8,0.4
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,24,0.4
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,68,0.4
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,252,4.8
BCHUM50,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,160,2
BCHUM53,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Microsetella rosea,1,0.1
BCHUM53,Chum,Qualicum,Eelgrass,25-50%,Calanoid,Eurytemora affinis,1,0.1
BCHUM53,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Scutellidium,1,0.1
BCHUM53,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Harpacticus,1,0.1
BCHUM53,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Harpacticoida,2,0.1
BCHUM53,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Tisbe,3,0.1
BCHUM53,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Tisbe,2,0.1
BCHUM53,Chum,Qualicum,Eelgrass,25-50%,Copepod,Copepoda,1,0.3
BCHUM53,Chum,Qualicum,Eelgrass,25-50%,Ostracod,Ostracoda,3,2.7
BCHUM53,Chum,Qualicum,Eelgrass,25-50%,Fish,Neopterygii,1,0.9
BCHUM53,Chum,Qualicum,Eelgrass,25-50%,Fish,Neopterygii,1,2.5
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Barnacle,Balanomorpha,9,0.7
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Harpacticoida,18,0.1
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Tisbe,31,1.7
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Tisbe,20,0.8
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Scutellidium,5,0.3
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Dactylopusia,1,0.1
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Zaus,5,0.1
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Ectinosoma melaniceps,1,0.1
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Ectinosomatidae,1,0.1
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Cyclopoid/Poecilostomatoid,Oncaea borealis,2,0.1
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Harpacticus,1,0.1
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Ostracod,Ostracoda,1,0.7
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Insect,Insecta,4,1.1
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Gammarid,Gammaridea,1,0.7
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Harpacticoida,13,0.1
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Crustacean,Maxillopoda,12,0.3
BCHUM54,Chum,Qualicum,Eelgrass,25-50%,Gammarid,Gammaridea,1,0.6
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Ostracod,Ostracoda,1,0.9
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Scutellidium,4,0.1
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Cladoceran,Cladocera,2,0.1
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Zaus,17,0.7
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Amphiascopsis,1,0.1
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Hyperiid,Hyperiidea,1,0.1
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Barnacle,Balanus glandula,2,0.1
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Harpacticus,8,1
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Harpacticus,1,0.1
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Ectinosoma melaniceps,6,0.1
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Cyclopoid/Poecilostomatoid,Oncaea borealis,2,0.1
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Harpacticoida,11,0.3
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Harpacticoida,36,1.2
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Barnacle,Balanomorpha,5,0.3
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Tisbe,43,1.7
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Tisbe,11,0.4
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Tigriopus,3,0.1
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Calanoid,Calanoida,1,0.1
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Digested food,Digested food,1,2.7
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Tigriopus,4,0.1
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Detritus,Phaeophyceae,1,0.1
BCHUM55,Chum,Qualicum,Eelgrass,50-75%,Calanoid,Calanus marshallae,2,1.6
BCHUM56,Chum,Qualicum,Eelgrass,0-25%,Harpacticoid,Harpacticus,1,0.1
BCHUM56,Chum,Qualicum,Eelgrass,0-25%,Harpacticoid,Amphiascopsis,1,0.1
BCHUM56,Chum,Qualicum,Eelgrass,0-25%,Harpacticoid,Zaus,4,0.1
BCHUM56,Chum,Qualicum,Eelgrass,0-25%,Harpacticoid,Tisbe,8,0.1
BCHUM56,Chum,Qualicum,Eelgrass,0-25%,Harpacticoid,Tisbe,2,0.1
BCHUM56,Chum,Qualicum,Eelgrass,0-25%,Harpacticoid,Harpacticoida,7,0.1
BCHUM56,Chum,Qualicum,Eelgrass,0-25%,Malacostracan,Eumalacostraca,1,0.1
BCHUM57,Chum,Qualicum,Eelgrass,50-75%,Insect,Insecta,1,3
BCHUM57,Chum,Qualicum,Eelgrass,50-75%,Insect,Insecta,3,2.4
BCHUM57,Chum,Qualicum,Eelgrass,50-75%,Insect,Insecta,2,7.1
BCHUM57,Chum,Qualicum,Eelgrass,50-75%,Gammarid,Gammaridea,1,1
BCHUM57,Chum,Qualicum,Eelgrass,50-75%,Gammarid,Gammaridea,1,0.3
BCHUM57,Chum,Qualicum,Eelgrass,50-75%,Gammarid,Gammaridea,1,0.1
BCHUM57,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Tisbe,4,0.1
BCHUM57,Chum,Qualicum,Eelgrass,50-75%,Digested food,Digested food,1,4.2
BCHUM57,Chum,Qualicum,Eelgrass,50-75%,Barnacle,Balanomorpha,1,0.1
BCHUM58,Chum,Qualicum,Eelgrass,25-50%,Insect,Insecta,2,0.7
BCHUM58,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Tisbe,4,0.4
BCHUM58,Chum,Qualicum,Eelgrass,25-50%,Gammarid,Gammaridea,1,0.4
BCHUM58,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Zaus,1,0.1
BCHUM58,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Harpacticus,4,0.3
BCHUM58,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Pseudobradya,1,0.1
BCHUM58,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Scutellidium,1,0.1
BCHUM58,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Tisbe,7,0.6
BCHUM58,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Harpacticoida,7,0.4
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Gammarid,Gammaridea,2,0.1
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Gammarid,Gammaridea,5,0.5
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Pseudobradya,5,0.1
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Pseudobradya,124,2.6
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,84,1.6
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,57,0.1
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,56,1.2
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Detritus,Phaeophyceae,2,0.1
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Ectinosoma melaniceps,24,0.6
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,22,0.8
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,5,0.1
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Scutellidium,15,0.2
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Cyclopoid/Poecilostomatoid,Oncaea borealis,1,0.1
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Sarsamphiascus,1,0.1
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,3,0.1
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Detritus,Rocks/Plastic,1,0.1
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,3,0.5
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Fish,Neopterygii,2,1.2
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Ostracod,Ostracoda,1,0.7
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Barnacle,Balanomorpha,1,0.1
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Euphausiid,Euphausiidae,2,0.4
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Insect,Insecta,1,0.5
BCHUM59,Chum,Qualicum,Eelgrass,75-100%,Fish,Neopterygii,4,2
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Scutellidium,16,0.7
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Ectinosoma melaniceps,2,0.1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Cyphonaut,Bryozoa,2,0.1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Tigriopus,1,0.1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Microsetella rosea,1,0.1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Barnacle,Balanus improvisus,1,0.1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Barnacle,Balanomorpha,2,0.1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Barnacle,Balanus glandula,1,0.1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Detritus,Rocks/Plastic,1,0.1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Harpacticus,8,0.8
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Harpacticus,3,0.1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Gammarid,Gammaridea,1,2.1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Insect,Insecta,4,1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Insect,Insecta,2,1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Thalestridae,3,0.1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Hyperiid,Hyperiidea,3,0.5
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Detritus,Phaeophyceae,1,0.1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Cyclopoid/Poecilostomatoid,Oncaea borealis,2,0.1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Gammarid,Gammaridea,2,0.1
