ID,FID,Sp,Site,Date,Time,Latitude,Longitude,TL,FL,SL,Weight,Gender,GonadW,GIndex,StomachW,StomachLW,ContentW,GFI,EstGFI,SumContentW,Group,Phylum,Subphylum,Class,Subclass,Order,Suborder,Infraorder,Family,Genus,Species,Stage,Detail,Abundance,MaxLength,MinLength,DS,PreyW,Biomass,Comments
2549,HNG172,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,180,166,62955,M,467,0.007417997,1270.4,697.1,573.3,91.06504646,75-100%,154,Hyperiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,,,Adult,Hyperiidae,2,4,3.2,3,1,0.649350649,
2549,HNG172,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,180,166,62955,M,467,0.007417997,1270.4,697.1,573.3,91.06504646,75-100%,154,Pteropod,Mollusca,,Gastropoda,,,,,,,,Adult,Gastropoda,4,1.1,0.8,2,1,0.649350649,
2549,HNG172,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,180,166,62955,M,467,0.007417997,1270.4,697.1,573.3,91.06504646,75-100%,154,Hyperiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,,,Adult,Hyperiidae,12,1.5,1.2,2,2.4,1.558441558,Subsample of 25% used for remaining prey items from this stomach:
2549,HNG172,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,180,166,62955,M,467,0.007417997,1270.4,697.1,573.3,91.06504646,75-100%,154,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,Euphausiidae,44,3,1,3,4.8,3.116883117,
2549,HNG172,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,180,166,62955,M,467,0.007417997,1270.4,697.1,573.3,91.06504646,75-100%,154,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,Euphausiidae,80,0.3,0.2,4,0.4,0.25974026,
2549,HNG172,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,180,166,62955,M,467,0.007417997,1270.4,697.1,573.3,91.06504646,75-100%,154,Copepod,Arthropoda,Crustacea,Maxillopoda,Copepoda,,,,,,,Adult,Copepoda,4,2.3,0.5,4,83.2,54.02597403,
2549,HNG172,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,180,166,62955,M,467,0.007417997,1270.4,697.1,573.3,91.06504646,75-100%,154,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,,,,Adult,Calanoida,84,2.5,1,3,16,10.38961039,
2549,HNG172,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,180,166,62955,M,467,0.007417997,1270.4,697.1,573.3,91.06504646,75-100%,154,Larvacean,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,Adult,Oikopleura,4,6,3,4,17.2,11.16883117,"Digested, tangled, too difficult to enumerate"
2549,HNG172,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,180,166,62955,M,467,0.007417997,1270.4,697.1,573.3,91.06504646,75-100%,154,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,Calanidae,Calanus,pacificus,Adult,Calanus pacificus,20,2.9,2.3,2,9.6,6.233766234,
2549,HNG172,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,180,166,62955,M,467,0.007417997,1270.4,697.1,573.3,91.06504646,75-100%,154,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,Calanidae,Mesocalanus,tenuicornis,Adult,Mesocalanus tenuicornis,48,2.4,1.9,2,17.6,11.42857143,
2554,HNG177,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,175,161,63335,F,362,0.005715639,1336.3,283,1053.3,166.3061498,75-100%,476.9,Copepod,Arthropoda,Crustacea,Maxillopoda,Copepoda,,,,,,,Adult,Copepoda,1,1.5,0.1,4,332.3,69.67917802,
2554,HNG177,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,175,161,63335,F,362,0.005715639,1336.3,283,1053.3,166.3061498,75-100%,476.9,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,Euphausiidae,5,0.2,0.1,4,0.1,0.020968757,
2554,HNG177,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,175,161,63335,F,362,0.005715639,1336.3,283,1053.3,166.3061498,75-100%,476.9,Pteropod,Mollusca,,Gastropoda,Heterobranchia,Thecosomata,Euthecosomata,,Limacinidae,Limacina,,Adult,Limacina,1,1.6,1.6,2,0.1,0.020968757,
2554,HNG177,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,175,161,63335,F,362,0.005715639,1336.3,283,1053.3,166.3061498,75-100%,476.9,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,Aetideidae,Aetideus,,Adult,Aetideus,1,1,1,3,0.1,0.020968757,
2554,HNG177,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,175,161,63335,F,362,0.005715639,1336.3,283,1053.3,166.3061498,75-100%,476.9,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,Euphausiidae,1,2.3,2.3,3,0.1,0.020968757,
2554,HNG177,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,175,161,63335,F,362,0.005715639,1336.3,283,1053.3,166.3061498,75-100%,476.9,Hyperiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,,,Adult,Hyperiidae,1,2.3,0.9,3,0.1,0.020968757,
2554,HNG177,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,175,161,63335,F,362,0.005715639,1336.3,283,1053.3,166.3061498,75-100%,476.9,Larvacean,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,Adult,Oikopleura,1,4,1.5,4,144,30.19500944,"Digested, tangled, too difficult to enumerate"
2554,HNG177,Herring,EP02,2015-10-20,15:29,49.319,-126.651,200,175,161,63335,F,362,0.005715639,1336.3,283,1053.3,166.3061498,75-100%,476.9,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,2,0.8,0.6,2,0.1,0.020968757,
2556,HNG179,Herring,EP02,2015-10-20,15:29,49.319,-126.651,196,174,158,63929,F,1478,0.023119398,1503.1,909.3,593.8,92.88429351,75-100%,227.2,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,Euphausiidae,10,4.6,2.5,1,3.3,1.452464789,"Stomach was slightly cut open (possibly during processing) but not much sample was lost, if any"
2556,HNG179,Herring,EP02,2015-10-20,15:29,49.319,-126.651,196,174,158,63929,F,1478,0.023119398,1503.1,909.3,593.8,92.88429351,75-100%,227.2,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,Euphausiidae,8,4,1.6,2,2.8,1.232394366,
2556,HNG179,Herring,EP02,2015-10-20,15:29,49.319,-126.651,196,174,158,63929,F,1478,0.023119398,1503.1,909.3,593.8,92.88429351,75-100%,227.2,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,Euphausiidae,32,3,0.2,3,9.3,4.093309859,
2556,HNG179,Herring,EP02,2015-10-20,15:29,49.319,-126.651,196,174,158,63929,F,1478,0.023119398,1503.1,909.3,593.8,92.88429351,75-100%,227.2,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,Euphausiidae,78,0.3,0.2,4,12.7,5.589788732,
2556,HNG179,Herring,EP02,2015-10-20,15:29,49.319,-126.651,196,174,158,63929,F,1478,0.023119398,1503.1,909.3,593.8,92.88429351,75-100%,227.2,Isopod,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,,,,,,Adult,Isopoda,1,2.8,2.8,3,0.1,0.044014085,
2556,HNG179,Herring,EP02,2015-10-20,15:29,49.319,-126.651,196,174,158,63929,F,1478,0.023119398,1503.1,909.3,593.8,92.88429351,75-100%,227.2,Hyperiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,,,Adult,Hyperiidae,5,2,1,3,1.8,0.792253521,
2556,HNG179,Herring,EP02,2015-10-20,15:29,49.319,-126.651,196,174,158,63929,F,1478,0.023119398,1503.1,909.3,593.8,92.88429351,75-100%,227.2,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,2,0.9,0.8,2,0.1,0.044014085,
2556,HNG179,Herring,EP02,2015-10-20,15:29,49.319,-126.651,196,174,158,63929,F,1478,0.023119398,1503.1,909.3,593.8,92.88429351,75-100%,227.2,Larvacean,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,Adult,Oikopleura,1,5,1.1,4,20.6,9.066901408,"Digested, tangled, too difficult to enumerate"
2556,HNG179,Herring,EP02,2015-10-20,15:29,49.319,-126.651,196,174,158,63929,F,1478,0.023119398,1503.1,909.3,593.8,92.88429351,75-100%,227.2,Crustacean,Arthropoda,Crustacea,,,,,,,,,Furcilia or adult copepods,Crustacea,1,6,1,4,147.7,65.00880282,
2556,HNG179,Herring,EP02,2015-10-20,15:29,49.319,-126.651,196,174,158,63929,F,1478,0.023119398,1503.1,909.3,593.8,92.88429351,75-100%,227.2,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,Adult,Calanus marshallae,5,4,3.2,2,3.3,1.452464789,
2556,HNG179,Herring,EP02,2015-10-20,15:29,49.319,-126.651,196,174,158,63929,F,1478,0.023119398,1503.1,909.3,593.8,92.88429351,75-100%,227.2,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,Calanidae,Mesocalanus,tenuicornis,Adult,Mesocalanus tenuicornis,4,2.2,2.1,2,1.8,0.792253521,
2556,HNG179,Herring,EP02,2015-10-20,15:29,49.319,-126.651,196,174,158,63929,F,1478,0.023119398,1503.1,909.3,593.8,92.88429351,75-100%,227.2,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,,,,Adult,Calanoida,35,2.2,1.5,3,12.6,5.545774648,
2556,HNG179,Herring,EP02,2015-10-20,15:29,49.319,-126.651,196,174,158,63929,F,1478,0.023119398,1503.1,909.3,593.8,92.88429351,75-100%,227.2,Copepod,Arthropoda,Crustacea,Maxillopoda,Copepoda,,,,,,,Adult,Copepoda,37,1.8,0.5,4,9.5,4.181338028,
2556,HNG179,Herring,EP02,2015-10-20,15:29,49.319,-126.651,196,174,158,63929,F,1478,0.023119398,1503.1,909.3,593.8,92.88429351,75-100%,227.2,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,Calanidae,Calanus,pacificus,Adult,Calanus pacificus,3,2.6,2.5,2,1.6,0.704225352,
2587,HNG210,Herring,CS12,2015-10-16,9:22,49.395,-126.242,209,187,170,86524,F,2565,0.029644954,1301.9,1219.3,82.6,9.546484212,0-25%,27.5,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,6,1,0.8,1,0.1,0.363636364,
2587,HNG210,Herring,CS12,2015-10-16,9:22,49.395,-126.242,209,187,170,86524,F,2565,0.029644954,1301.9,1219.3,82.6,9.546484212,0-25%,27.5,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,4,1,0.6,2,0.1,0.363636364,
2587,HNG210,Herring,CS12,2015-10-16,9:22,49.395,-126.242,209,187,170,86524,F,2565,0.029644954,1301.9,1219.3,82.6,9.546484212,0-25%,27.5,Barnacle,Arthropoda,Crustacea,Maxillopoda,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Balanus,crenatus,Cyprid,Balanus crenatus,1,0.8,0.8,1,0.1,0.363636364,
2587,HNG210,Herring,CS12,2015-10-16,9:22,49.395,-126.242,209,187,170,86524,F,2565,0.029644954,1301.9,1219.3,82.6,9.546484212,0-25%,27.5,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,Euphausia,pacifica,Adult,Euphausia pacifica,1,13.2,13.2,1,13.1,47.63636364,
2587,HNG210,Herring,CS12,2015-10-16,9:22,49.395,-126.242,209,187,170,86524,F,2565,0.029644954,1301.9,1219.3,82.6,9.546484212,0-25%,27.5,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,1,9.5,1,2,14.1,51.27272727,
2589,HNG212,Herring,CS12,2015-10-16,9:22,49.395,-126.242,213,187,165,70895,M,1236,0.017434234,1227.8,1040.8,187,26.37703646,0-25%,68.6,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,4,1,0.8,1,0.1,0.145772595,
2589,HNG212,Herring,CS12,2015-10-16,9:22,49.395,-126.242,213,187,165,70895,M,1236,0.017434234,1227.8,1040.8,187,26.37703646,0-25%,68.6,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,2,5.5,1.2,3,68.5,99.85422741,
2590,HNG213,Herring,CS12,2015-10-16,9:22,49.395,-126.242,205,182,167,71754,F,1342,0.01870279,1042.6,884.3,158.3,22.06148786,0-25%,31,Parasite,Platyhelminthes,Neodermata,Trematoda,,,,,,,,Parasite,Trematoda,1,1.9,1.9,0,0.1,0.322580645,
2590,HNG213,Herring,CS12,2015-10-16,9:22,49.395,-126.242,205,182,167,71754,F,1342,0.01870279,1042.6,884.3,158.3,22.06148786,0-25%,31,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,Euphausia,pacificus,Adult,Euphausia pacificus,1,15,1.5,1,30.7,99.03225806,
2590,HNG213,Herring,CS12,2015-10-16,9:22,49.395,-126.242,205,182,167,71754,F,1342,0.01870279,1042.6,884.3,158.3,22.06148786,0-25%,31,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,2,1,0.8,1,0.1,0.322580645,
2590,HNG213,Herring,CS12,2015-10-16,9:22,49.395,-126.242,205,182,167,71754,F,1342,0.01870279,1042.6,884.3,158.3,22.06148786,0-25%,31,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,,,,Adult,Calanoida,1,0.9,0.9,2,0.1,0.322580645,
2591,HNG214,Herring,CS12,2015-10-16,9:22,49.395,-126.242,188,167,151,59353,M,453,0.007632302,710.8,667.5,43.3,7.295334692,0-25%,12,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,Calanidae,Calanus,pacificus,Adult,Calanus pacificus,1,2.8,2.8,2,0.3,2.5,
2591,HNG214,Herring,CS12,2015-10-16,9:22,49.395,-126.242,188,167,151,59353,M,453,0.007632302,710.8,667.5,43.3,7.295334692,0-25%,12,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,1,0.8,0.8,1,0.1,0.833333333,
2591,HNG214,Herring,CS12,2015-10-16,9:22,49.395,-126.242,188,167,151,59353,M,453,0.007632302,710.8,667.5,43.3,7.295334692,0-25%,12,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,1,12.5,12.5,2,11.6,96.66666667,
2592,HNG215,Herring,CS12,2015-10-16,9:22,49.395,-126.242,190,171,156,57460,F,923,0.016063348,744.5,688.2,56.3,9.798120432,0-25%,12.7,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,5,1,0.8,2,0.1,0.787401575,
2592,HNG215,Herring,CS12,2015-10-16,9:22,49.395,-126.242,190,171,156,57460,F,923,0.016063348,744.5,688.2,56.3,9.798120432,0-25%,12.7,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,Acartiidae,Acartia,,Adult,Acartia,1,0.8,0.8,2,0.1,0.787401575,
2592,HNG215,Herring,CS12,2015-10-16,9:22,49.395,-126.242,190,171,156,57460,F,923,0.016063348,744.5,688.2,56.3,9.798120432,0-25%,12.7,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,Euphausiidae,1,3.1,0.7,3,0.1,0.787401575,
2592,HNG215,Herring,CS12,2015-10-16,9:22,49.395,-126.242,190,171,156,57460,F,923,0.016063348,744.5,688.2,56.3,9.798120432,0-25%,12.7,Digested food,,,,,,,,,,Digested food,,Digested food,1,0.2,0.1,4,12.4,97.63779528,
2593,HNG216,Herring,CS12,2015-10-16,9:22,49.395,-126.242,185,168,156,53503,F,436,0.008149076,748,709.9,38.1,7.121096013,0-25%,3.4,Parasite,Platyhelminthes,Neodermata,Trematoda,,,,,,,,Parasite,Trematoda,1,2.3,2.3,0,0.1,2.941176471,
2593,HNG216,Herring,CS12,2015-10-16,9:22,49.395,-126.242,185,168,156,53503,F,436,0.008149076,748,709.9,38.1,7.121096013,0-25%,3.4,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,8,0.9,0.8,1,0.4,11.76470588,
2593,HNG216,Herring,CS12,2015-10-16,9:22,49.395,-126.242,185,168,156,53503,F,436,0.008149076,748,709.9,38.1,7.121096013,0-25%,3.4,Digested food,,,,,,,,,,Digested food,,Digested food,1,0.4,0.1,4,2.8,82.35294118,
2593,HNG216,Herring,CS12,2015-10-16,9:22,49.395,-126.242,185,168,156,53503,F,436,0.008149076,748,709.9,38.1,7.121096013,0-25%,3.4,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,,,,Adult,Calanoida,1,0.6,0.6,2,0.1,2.941176471,
2594,HNG217,Herring,CS12,2015-10-16,9:22,49.395,-126.242,180,159,144,45731,F,380,0.008309462,780.9,706.8,74.1,16.20345061,25-50%,62.7,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,6,0.9,0.8,1,0.2,0.318979266,
2594,HNG217,Herring,CS12,2015-10-16,9:22,49.395,-126.242,180,159,144,45731,F,380,0.008309462,780.9,706.8,74.1,16.20345061,25-50%,62.7,Hyperiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,,,,,Adult,Hyperiidea,1,1.8,1.8,3,0.4,0.637958533,
2594,HNG217,Herring,CS12,2015-10-16,9:22,49.395,-126.242,180,159,144,45731,F,380,0.008309462,780.9,706.8,74.1,16.20345061,25-50%,62.7,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,3,12,9,2,45.5,72.56778309,
2594,HNG217,Herring,CS12,2015-10-16,9:22,49.395,-126.242,180,159,144,45731,F,380,0.008309462,780.9,706.8,74.1,16.20345061,25-50%,62.7,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,3,4,0.5,3,16.6,26.47527911,
2595,HNG218,Herring,CS12,2015-10-16,9:22,49.395,-126.242,173,153,140,46135,M,1052,0.022802644,585.2,528.2,57,12.35504498,25-50%,30.1,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,5,1,0.8,1,0.1,0.332225914,
2595,HNG218,Herring,CS12,2015-10-16,9:22,49.395,-126.242,173,153,140,46135,M,1052,0.022802644,585.2,528.2,57,12.35504498,25-50%,30.1,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,Calanidae,Calanus,pacificus,Adult,Calanus pacificus,1,2.5,2.5,2,0.5,1.661129568,
2595,HNG218,Herring,CS12,2015-10-16,9:22,49.395,-126.242,173,153,140,46135,M,1052,0.022802644,585.2,528.2,57,12.35504498,25-50%,30.1,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,Thysanoessa,spinifera,Adult,Thysanoessa spinifera,1,9.8,9.8,1,16.5,54.81727575,
2595,HNG218,Herring,CS12,2015-10-16,9:22,49.395,-126.242,173,153,140,46135,M,1052,0.022802644,585.2,528.2,57,12.35504498,25-50%,30.1,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,Euphausia,pacifica,Adult,Euphausia pacifica,1,10,10,1,7.2,23.92026578,
2595,HNG218,Herring,CS12,2015-10-16,9:22,49.395,-126.242,173,153,140,46135,M,1052,0.022802644,585.2,528.2,57,12.35504498,25-50%,30.1,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Post Larvae/Juvenile,Euphausiidae,1,6.5,6.5,1,1.4,4.651162791,
2595,HNG218,Herring,CS12,2015-10-16,9:22,49.395,-126.242,173,153,140,46135,M,1052,0.022802644,585.2,528.2,57,12.35504498,25-50%,30.1,Crustacean,Arthropoda,Crustacea,,,,,,,,,Adult,Crustacea,1,1.7,0.1,4,4.4,14.6179402,
2596,HNG219,Herring,CS12,2015-10-16,9:22,49.395,-126.242,178,159,148,47402,M,630,0.013290578,973.5,637.3,336.2,70.92527741,75-100%,293.2,Parasite,Platyhelminthes,Neodermata,Trematoda,,,,,,,,Parasite,Trematoda,1,1.9,1.9,0,0.1,0.034106412,
2596,HNG219,Herring,CS12,2015-10-16,9:22,49.395,-126.242,178,159,148,47402,M,630,0.013290578,973.5,637.3,336.2,70.92527741,75-100%,293.2,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,9,0.9,0.8,1,0.6,0.204638472,
2596,HNG219,Herring,CS12,2015-10-16,9:22,49.395,-126.242,178,159,148,47402,M,630,0.013290578,973.5,637.3,336.2,70.92527741,75-100%,293.2,Hyperiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,,,,,Adult,Hyperiidea,2,2.2,1.4,3,1.5,0.51159618,
2596,HNG219,Herring,CS12,2015-10-16,9:22,49.395,-126.242,178,159,148,47402,M,630,0.013290578,973.5,637.3,336.2,70.92527741,75-100%,293.2,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,Euphausia,pacifica,Adult,Euphausia pacifica,2,15,14.5,1,67.9,23.15825375,
2596,HNG219,Herring,CS12,2015-10-16,9:22,49.395,-126.242,178,159,148,47402,M,630,0.013290578,973.5,637.3,336.2,70.92527741,75-100%,293.2,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,8,13.9,2.5,2,146.8,50.06821282,
2596,HNG219,Herring,CS12,2015-10-16,9:22,49.395,-126.242,178,159,148,47402,M,630,0.013290578,973.5,637.3,336.2,70.92527741,75-100%,293.2,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,17,3.5,0.5,3,76.3,26.02319236,
2597,HNG220,Herring,CS12,2015-10-16,9:22,49.395,-126.242,211,188,172,69548,F,2133,0.030669466,857.1,827.9,29.2,4.198539138,0-25%,0.1,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,2,0.8,0.8,1,0.1,100,
2598,HNG221,Herring,CS12,2015-10-16,9:22,49.395,-126.242,175,159,145,44134,M,137,0.003104183,627.6,614.1,13.5,3.05886618,0-25%,0.2,Parasite,Platyhelminthes,Neodermata,Trematoda,,,,,,,,Parasite,Trematoda,2,1.2,0.8,0,0.1,50,
2598,HNG221,Herring,CS12,2015-10-16,9:22,49.395,-126.242,175,159,145,44134,M,137,0.003104183,627.6,614.1,13.5,3.05886618,0-25%,0.2,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,7,0.9,0.8,1,0.1,50,
2599,HNG222,Herring,CS12,2015-10-16,9:22,49.395,-126.242,177,157,146,43342,M,168,0.003876148,683.1,683.1,0,0,0%,0,Parasite,Platyhelminthes,Neodermata,Trematoda,,,,,,,,Parasite,Trematoda,2,1.5,1,0,0.1,100,
2600,HNG223,Herring,CS12,2015-10-16,9:22,49.395,-126.242,177,158,147,44417,M,410,0.0092307,579.4,559.8,19.6,4.412724858,0-25%,2.2,Parasite,Platyhelminthes,Neodermata,Trematoda,,,,,,,,Parasite,Trematoda,1,1.9,1.9,0,0.1,4.545454545,
2600,HNG223,Herring,CS12,2015-10-16,9:22,49.395,-126.242,177,158,147,44417,M,410,0.0092307,579.4,559.8,19.6,4.412724858,0-25%,2.2,Decapod,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,,,,,,Megalopa,Decapoda,1,2,2,3,1.4,63.63636364,
2600,HNG223,Herring,CS12,2015-10-16,9:22,49.395,-126.242,177,158,147,44417,M,410,0.0092307,579.4,559.8,19.6,4.412724858,0-25%,2.2,Hyperiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,,,,,Adult,Hyperiidea,1,2,2,3,0.6,27.27272727,
2600,HNG223,Herring,CS12,2015-10-16,9:22,49.395,-126.242,177,158,147,44417,M,410,0.0092307,579.4,559.8,19.6,4.412724858,0-25%,2.2,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,3,0.8,0.5,2,0.1,4.545454545,
