ID,FID,Sp,Site,Date,Latitude,Longitude,MaxLength,Group,Abundance,Biomass,PreyW,Region
75,MAC47,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2,Hyperiid,6,1.697530864,2.2,West Coast Vancouver Island
75,MAC47,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,3,Euphausiid,16,1.774691358,2.3,West Coast Vancouver Island
75,MAC47,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,4.1,Euphausiid,5,1.00308642,1.3,West Coast Vancouver Island
75,MAC47,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.6,Euphausiid,9,2.00617284,2.6,West Coast Vancouver Island
75,MAC47,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.8,Euphausiid,1,0.231481481,0.3,West Coast Vancouver Island
75,MAC47,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,3,Calanoid,6,4.475308642,5.8,West Coast Vancouver Island
75,MAC47,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.8,Calanoid,24,13.7345679,17.8,West Coast Vancouver Island
75,MAC47,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.6,Calanoid,11,0.925925926,1.2,West Coast Vancouver Island
75,MAC47,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.9,Calanoid,2,0.231481481,0.3,West Coast Vancouver Island
75,MAC47,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2,Calanoid,90,13.50308642,17.5,West Coast Vancouver Island
75,MAC47,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.3,Calanoid,96,8.950617284,11.6,West Coast Vancouver Island
75,MAC47,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.1,Cyclopoid/Poecilostomatoid,21,0.462962963,0.6,West Coast Vancouver Island
75,MAC47,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.7,Cyclopoid/Poecilostomatoid,27,8.101851852,10.5,West Coast Vancouver Island
75,MAC47,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.5,Crustacean,1,37.5,48.6,West Coast Vancouver Island
76,MAC48,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.3,Hyperiid,2,1.201923077,0.5,West Coast Vancouver Island
76,MAC48,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2,Euphausiid,1,0.240384615,0.1,West Coast Vancouver Island
76,MAC48,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.5,Euphausiid,5,1.682692308,0.7,West Coast Vancouver Island
76,MAC48,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.8,Cyclopoid/Poecilostomatoid,9,7.451923077,3.1,West Coast Vancouver Island
76,MAC48,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.8,Calanoid,3,3.365384615,1.4,West Coast Vancouver Island
76,MAC48,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.8,Calanoid,18,9.855769231,4.1,West Coast Vancouver Island
76,MAC48,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2,Calanoid,24,19.71153846,8.2,West Coast Vancouver Island
76,MAC48,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.5,Crustacean,1,56.49038462,23.5,West Coast Vancouver Island
77,MAC49,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.3,Isopod,1,0.338983051,0.1,West Coast Vancouver Island
77,MAC49,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1,Cyclopoid/Poecilostomatoid,5,0.338983051,0.1,West Coast Vancouver Island
77,MAC49,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.2,Calanoid,1,0.338983051,0.1,West Coast Vancouver Island
77,MAC49,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.8,Calanoid,3,0.338983051,0.1,West Coast Vancouver Island
77,MAC49,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,3.2,Calanoid,2,7.118644068,2.1,West Coast Vancouver Island
77,MAC49,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.7,Calanoid,2,2.372881356,0.7,West Coast Vancouver Island
77,MAC49,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.2,Calanoid,2,1.694915254,0.5,West Coast Vancouver Island
77,MAC49,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.5,Calanoid,2,1.016949153,0.3,West Coast Vancouver Island
77,MAC49,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.5,Euphausiid,2,0.338983051,0.1,West Coast Vancouver Island
77,MAC49,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.5,Euphausiid,2,0.338983051,0.1,West Coast Vancouver Island
77,MAC49,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.7,Digested food,1,85.76271186,25.3,West Coast Vancouver Island
78,MAC50,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.5,Parasite,2,0.180505415,0.1,West Coast Vancouver Island
78,MAC50,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,10.6,Chaetognath,1,0.541516245,0.3,West Coast Vancouver Island
78,MAC50,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.2,Hyperiid,2,1.805054152,1,West Coast Vancouver Island
78,MAC50,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2,Euphausiid,8,2.166064982,1.2,West Coast Vancouver Island
78,MAC50,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.4,Euphausiid,36,9.025270758,5,West Coast Vancouver Island
78,MAC50,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2,Euphausiid,19,8.483754513,4.7,West Coast Vancouver Island
78,MAC50,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.5,Euphausiid,10,0.180505415,0.1,West Coast Vancouver Island
78,MAC50,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.9,Cyclopoid/Poecilostomatoid,15,0.722021661,0.4,West Coast Vancouver Island
78,MAC50,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,4.5,Calanoid,1,1.083032491,0.6,West Coast Vancouver Island
78,MAC50,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.1,Calanoid,9,6.137184116,3.4,West Coast Vancouver Island
78,MAC50,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.5,Calanoid,6,1.263537906,0.7,West Coast Vancouver Island
78,MAC50,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.1,Calanoid,12,1.263537906,0.7,West Coast Vancouver Island
78,MAC50,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.3,Calanoid,39,17.50902527,9.7,West Coast Vancouver Island
78,MAC50,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.8,Crustacean,1,49.63898917,27.5,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.6,Calanoid,1,0.166666667,0.1,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,4.5,Chaetognath,1,0.166666667,0.1,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.8,Barnacle,1,0.166666667,0.1,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.8,Cyclopoid/Poecilostomatoid,1,0.833333333,0.5,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.1,Cyclopoid/Poecilostomatoid,15,0.666666667,0.4,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.7,Calanoid,20,5.5,3.3,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.3,Calanoid,39,6.5,3.9,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,3,Calanoid,5,5.333333333,3.2,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.9,Calanoid,10,9.333333333,5.6,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.4,Calanoid,42,11.83333333,7.1,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.6,Calanoid,12,2.333333333,1.4,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.9,Hyperiid,2,0.666666667,0.4,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.4,Euphausiid,25,5.166666667,3.1,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.7,Euphausiid,7,0.666666667,0.4,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,4.3,Euphausiid,16,8.5,5.1,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,3.1,Euphausiid,9,5,3,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.4,Euphausiid,2,0.166666667,0.1,West Coast Vancouver Island
79,MAC51,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.3,Crustacean,1,37,22.2,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.9,Hyperiid,1,0.082781457,0.1,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.8,Hyperiid,5,2.731788079,3.3,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.4,Hyperiid,9,1.821192053,2.2,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.7,Euphausiid,26,2.897350993,3.5,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2,Euphausiid,43,4.304635762,5.2,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.3,Euphausiid,32,4.056291391,4.9,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.4,Euphausiid,16,0.248344371,0.3,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1,Cyclopoid/Poecilostomatoid,10,0.331125828,0.4,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,5.4,Calanoid,2,1.158940397,1.4,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.5,Calanoid,6,3.394039735,4.1,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,3.5,Calanoid,15,3.394039735,4.1,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.4,Calanoid,13,1.407284768,1.7,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.3,Calanoid,47,4.139072848,5,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.5,Calanoid,9,1.572847682,1.9,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.9,Cyclopoid/Poecilostomatoid,18,6.539735099,7.9,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.7,Cyclopoid/Poecilostomatoid,57,16.05960265,19.4,West Coast Vancouver Island
80,MAC52,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.7,Crustacean,1,45.86092715,55.4,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,10.1,Chaetognath,2,2.53164557,0.6,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.9,Barnacle,1,0.421940928,0.1,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.6,Cyclopoid/Poecilostomatoid,6,7.594936709,1.8,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.9,Cyclopoid/Poecilostomatoid,13,2.109704641,0.5,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.4,Calanoid,9,2.53164557,0.6,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.5,Calanoid,6,1.687763713,0.4,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.4,Calanoid,1,1.265822785,0.3,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.4,Calanoid,17,8.016877637,1.9,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.8,Euphausiid,8,2.953586498,0.7,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.4,Euphausiid,4,1.687763713,0.4,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,3.5,Euphausiid,3,1.687763713,0.4,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.4,Euphausiid,7,4.219409283,1,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.3,Euphausiid,6,0.421940928,0.1,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.9,Hyperiid,1,3.375527426,0.8,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.5,Hyperiid,12,25.73839662,6.1,West Coast Vancouver Island
81,MAC53,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.7,Crustacean,1,33.75527426,8,West Coast Vancouver Island
82,MAC54,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,7.2,Chaetognath,1,0.448430493,0.1,West Coast Vancouver Island
82,MAC54,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.6,Cyclopoid/Poecilostomatoid,4,3.587443946,0.8,West Coast Vancouver Island
82,MAC54,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.1,Cyclopoid/Poecilostomatoid,13,0.896860987,0.2,West Coast Vancouver Island
82,MAC54,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.4,Calanoid,2,0.448430493,0.1,West Coast Vancouver Island
82,MAC54,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.2,Calanoid,15,4.484304933,1,West Coast Vancouver Island
82,MAC54,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.4,Calanoid,4,7.174887892,1.6,West Coast Vancouver Island
82,MAC54,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.5,Calanoid,14,9.417040359,2.1,West Coast Vancouver Island
82,MAC54,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.1,Euphausiid,7,2.69058296,0.6,West Coast Vancouver Island
82,MAC54,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.2,Euphausiid,9,5.829596413,1.3,West Coast Vancouver Island
82,MAC54,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,3.7,Euphausiid,9,6.278026906,1.4,West Coast Vancouver Island
82,MAC54,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.3,Euphausiid,4,0.448430493,0.1,West Coast Vancouver Island
82,MAC54,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.8,Hyperiid,2,3.139013453,0.7,West Coast Vancouver Island
82,MAC54,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.9,Hyperiid,3,2.242152466,0.5,West Coast Vancouver Island
82,MAC54,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.5,Digested food,1,52.91479821,11.8,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,12.5,Chaetognath,9,4,2.8,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.4,Bivalve,1,0.142857143,0.1,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.5,Cyclopoid/Poecilostomatoid,6,2.142857143,1.5,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.1,Cyclopoid/Poecilostomatoid,63,4.142857143,2.9,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.9,Cyclopoid/Poecilostomatoid,47,2.428571429,1.7,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.7,Calanoid,3,3.857142857,2.7,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.2,Calanoid,19,7.571428571,5.3,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.5,Calanoid,22,6.285714286,4.4,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.5,Calanoid,11,1.714285714,1.2,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.4,Calanoid,2,0.285714286,0.2,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.4,Calanoid,75,6.428571429,4.5,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.1,Euphausiid,18,3.142857143,2.2,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.5,Euphausiid,10,1.714285714,1.2,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,4.5,Euphausiid,7,2.571428571,1.8,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.2,Euphausiid,19,4.571428571,3.2,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.5,Euphausiid,10,0.571428571,0.4,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,3,Hyperiid,8,9.571428571,6.7,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.4,Hyperiid,2,1.285714286,0.9,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.4,Hyperiid,3,0.571428571,0.4,West Coast Vancouver Island
83,MAC55,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.6,Crustacean,1,37,25.9,West Coast Vancouver Island
84,MAC56,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.5,Cyclopoid/Poecilostomatoid,6,4.037267081,1.3,West Coast Vancouver Island
84,MAC56,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2,Cyclopoid/Poecilostomatoid,14,5.279503106,1.7,West Coast Vancouver Island
84,MAC56,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.9,Cyclopoid/Poecilostomatoid,6,0.310559006,0.1,West Coast Vancouver Island
84,MAC56,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.3,Calanoid,3,0.310559006,0.1,West Coast Vancouver Island
84,MAC56,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.2,Calanoid,11,1.552795031,0.5,West Coast Vancouver Island
84,MAC56,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.9,Calanoid,6,5.590062112,1.8,West Coast Vancouver Island
84,MAC56,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.1,Calanoid,18,10.2484472,3.3,West Coast Vancouver Island
84,MAC56,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.4,Euphausiid,4,1.242236025,0.4,West Coast Vancouver Island
84,MAC56,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.4,Euphausiid,8,2.48447205,0.8,West Coast Vancouver Island
84,MAC56,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,3.2,Euphausiid,4,1.863354037,0.6,West Coast Vancouver Island
84,MAC56,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,0.3,Euphausiid,1,0.310559006,0.1,West Coast Vancouver Island
84,MAC56,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,2.3,Hyperiid,5,9.627329193,3.1,West Coast Vancouver Island
84,MAC56,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.7,Hyperiid,8,11.80124224,3.8,West Coast Vancouver Island
84,MAC56,Chub Mackerel,VI06,2015-10-17,48.958,-126.277,1.1,Digested food,1,45.34161491,14.6,West Coast Vancouver Island
705,MAC77,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,7.4,Chaetognath,4,3.558718861,1,Northern Vancouver Island Shelf
705,MAC77,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.6,Parasite,2,0.355871886,0.1,Northern Vancouver Island Shelf
705,MAC77,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,0.5,Pteropod,1,0.355871886,0.1,Northern Vancouver Island Shelf
705,MAC77,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.1,Pteropod,1,0.355871886,0.1,Northern Vancouver Island Shelf
705,MAC77,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,0.8,Pteropod,1,3.202846975,0.9,Northern Vancouver Island Shelf
705,MAC77,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,0.9,Cyclopoid/Poecilostomatoid,12,1.067615658,0.3,Northern Vancouver Island Shelf
705,MAC77,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.7,Calanoid,2,1.779359431,0.5,Northern Vancouver Island Shelf
705,MAC77,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.4,Calanoid,10,4.982206406,1.4,Northern Vancouver Island Shelf
705,MAC77,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.3,Calanoid,11,2.491103203,0.7,Northern Vancouver Island Shelf
705,MAC77,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,2.9,Calanoid,1,3.202846975,0.9,Northern Vancouver Island Shelf
705,MAC77,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.5,Calanoid,5,2.491103203,0.7,Northern Vancouver Island Shelf
705,MAC77,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,3.5,Euphausiid,1,0.355871886,0.1,Northern Vancouver Island Shelf
705,MAC77,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,0.3,Euphausiid,1,0.355871886,0.1,Northern Vancouver Island Shelf
705,MAC77,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.2,Decapod,1,6.40569395,1.8,Northern Vancouver Island Shelf
705,MAC77,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,2,Crustacean,1,69.03914591,19.4,Northern Vancouver Island Shelf
706,MAC78,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.2,Parasite,1,11.11111111,0.1,Northern Vancouver Island Shelf
706,MAC78,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.1,Cyclopoid/Poecilostomatoid,1,11.11111111,0.1,Northern Vancouver Island Shelf
706,MAC78,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.2,Calanoid,1,11.11111111,0.1,Northern Vancouver Island Shelf
706,MAC78,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.2,Calanoid,2,11.11111111,0.1,Northern Vancouver Island Shelf
706,MAC78,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,2.1,Decapod,1,55.55555556,0.5,Northern Vancouver Island Shelf
707,MAC79,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.6,Parasite,2,0.675675676,0.1,Northern Vancouver Island Shelf
707,MAC79,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,0.8,Pteropod,2,1.351351351,0.2,Northern Vancouver Island Shelf
707,MAC79,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,2.5,Cyclopoid/Poecilostomatoid,1,1.351351351,0.2,Northern Vancouver Island Shelf
707,MAC79,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,0.8,Cyclopoid/Poecilostomatoid,4,0.675675676,0.1,Northern Vancouver Island Shelf
707,MAC79,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.6,Calanoid,1,0.675675676,0.1,Northern Vancouver Island Shelf
707,MAC79,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.5,Calanoid,6,4.054054054,0.6,Northern Vancouver Island Shelf
707,MAC79,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1,Calanoid,11,6.756756757,1,Northern Vancouver Island Shelf
707,MAC79,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.3,Hyperiid,1,1.351351351,0.2,Northern Vancouver Island Shelf
707,MAC79,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.5,Decapod,1,6.081081081,0.9,Northern Vancouver Island Shelf
707,MAC79,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.5,Decapod,1,0.675675676,0.1,Northern Vancouver Island Shelf
707,MAC79,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,2,Digested food,1,76.35135135,11.3,Northern Vancouver Island Shelf
708,MAC80,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,0.9,Cyclopoid/Poecilostomatoid,34,2.448979592,0.6,Northern Vancouver Island Shelf
708,MAC80,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,0.6,Cyclopoid/Poecilostomatoid,13,1.632653061,0.4,Northern Vancouver Island Shelf
708,MAC80,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1,Calanoid,1,0.408163265,0.1,Northern Vancouver Island Shelf
708,MAC80,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.4,Calanoid,10,2.448979592,0.6,Northern Vancouver Island Shelf
708,MAC80,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,0.9,Calanoid,8,2.857142857,0.7,Northern Vancouver Island Shelf
708,MAC80,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,3.3,Euphausiid,1,0.408163265,0.1,Northern Vancouver Island Shelf
708,MAC80,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,0.3,Euphausiid,1,0.408163265,0.1,Northern Vancouver Island Shelf
708,MAC80,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,2.1,Decapod,5,25.30612245,6.2,Northern Vancouver Island Shelf
708,MAC80,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.6,Decapod,3,0.408163265,0.1,Northern Vancouver Island Shelf
708,MAC80,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,2.2,Hyperiid,1,4.081632653,1,Northern Vancouver Island Shelf
708,MAC80,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,0.6,Hyperiid,2,0.408163265,0.1,Northern Vancouver Island Shelf
708,MAC80,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.3,Crustacean,1,59.18367347,14.5,Northern Vancouver Island Shelf
709,MAC81,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,1.2,Parasite,1,0.751879699,0.1,Northern Vancouver Island Shelf
709,MAC81,Jack Mackerel,QLSD01,2015-10-22,50.881,-128.379,0.4,Bivalve,2,0.751879699,0.1,Northern Vancouver Island Shelf
