Key,region_name,Station,lon,lat,day,month,year,STN_TIME,Twilight,Net_Type,Mesh_Size(um),Net_Mouth_Dia(m),DEPTH_STRT,DEPTH_END,Bottom Depth(m),Volume Filtered(m3),CTD,NOTES,PI,NumberOfSpecies,SumOfDiversity,ANNE:POLY: >> POLY larvae s1,ANNE:POLY: >> POLY s1,ANNE:POLY: >> POLY s2,ANNE:POLY: >> POLY s3,ARCR:: >> CIRRI s1,ARCR:: >> CRUST larvae s1,ARCR:AMPH: >> AMPHI s1,ARCR:AMPH: >> AMPHI s2,ARCR:AMPH: >> AMPHI s3,ARCR:AMPH:GAMM >> GAMM s1,ARCR:AMPH:GAMM >> GAMM s2,ARCR:AMPH:GAMM >> GAMM s3,ARCR:AMPH:HYPE >> HYPER s1,ARCR:AMPH:HYPE >> HYPER s2,ARCR:AMPH:HYPE >> HYPER s3,ARCR:CLAD: >> CLADO s1,ARCR:COPE: >> COPE other <2mm,ARCR:COPE: >> COPE other >2mm,ARCR:COPE: >> COPEN s1,ARCR:COPE:CALA >> CALA <1mm,ARCR:COPE:CALA >> CALA <3mm>1mm,ARCR:COPE:CALA >> CALA <5mm>3mm,ARCR:COPE:CALA >> CALA >5mm,ARCR:CUMA: >> CUMAC s1,ARCR:CUMA: >> CUMAC s2,ARCR:CUMA: >> CUMAC s3,ARCR:DECA: >> DECA s1,ARCR:DECA: >> DECA s2,ARCR:DECA: >> DECA s3,ARCR:DECA:CARI >> CARID s1,ARCR:DECA:CARI >> CARID s2,ARCR:DECA:CARI >> CARID s3,ARCR:DECA:MYSI >> MYSID s2,ARCR:DECA:MYSI >> MYSID s3,ARCR:EUPH: >> EUPH eggs,ARCR:EUPH: >> EUPH s1,ARCR:EUPH: >> EUPH s2,ARCR:EUPH: >> EUPH s3,ARCR:ISOP: >> ISOPOD s1,ARCR:ISOP: >> ISOPOD s2,ARCR:ISOP: >> ISOPOD s3,ARCR:OSTR: >> OSTRA <3mm,ARCR:OSTR: >> OSTRA >3mm,CHAE:: >> CHAET s1,CHAE:: >> CHAET s2,CHAE:: >> CHAET s3,CHAE:: >> EUKHA s2,CHAE:: >> EUKHA s3,CHAE:: >> PATEL s2,CHAE:: >> PATEL s3,CNID:ANTH: >> ANTH s1,CNID:ANTH: >> ANTH s2,CNID:HYDR: >> MEDUS s1,CNID:HYDR: >> MEDUS s2,CNID:HYDR: >> MEDUS s3,CNID:HYDR:SIPH >> CALYC s1,CNID:HYDR:SIPH >> CALYC s2,CNID:HYDR:SIPH >> CALYC s3,CNID:HYDR:SIPH >> PHYS float >5mm,CNID:HYDR:SIPH >> PHYS s1,CNID:HYDR:SIPH >> PHYS s2,CNID:SCYF: >> SCYPH s1,CNID:SCYF: >> SCYPH s2,CNID:SCYF: >> SCYPH s3,CTEN:: >> CTENO s1,CTEN:: >> CTENO s2,CTEN:: >> CTENO s3,ECHI:: >> ECHIN s1,ECTO:: >> BRYOC s1,MOCE:OCTO: >> CEPH s1,MOCE:OCTO: >> CEPH s2,MOCE:OCTO: >> CEPH s3,MOGA:HETE: >> HETERO s1,MOGA:PTER: >> CLIO s1,MOGA:PTER: >> CLIO s2,MOGA:PTER: >> CLIO s3,MOGA:PTER: >> GYMNO s1,MOGA:PTER: >> GYMNO s2,MOGA:PTER: >> GYMNO s3,MOGA:PTER: >> LIM-- s0,MOGA:PTER: >> LIM-- s1,MOGA:PTER: >> LIM-- s2,MOGA:PTER: >> LIM-- s3,MOLL:: >> MOLL s1,PROT:: >> PROTO s1,PROT:: >> PROTO s2,UROC:LARV: >> LARVAC s1,UROC:LARV: >> LARVAC s2,UROC:LARV: >> LARVAC s3,UROC:THAL: >> DOLIO s1,UROC:THAL: >> DOLIO s2,UROC:THAL: >> DOLIO s3,UROC:THAL: >> SALP s1,UROC:THAL: >> SALP s2,UROC:THAL: >> SALP s3,VERT:PISC: >> PISCES egg s1,VERT:PISC: >> PISCES s1,VERT:PISC: >> PISCES s2,VERT:PISC: >> PISCES s3,XXXX >> Remainder
IOS200604000701,BC Inlets,RI6,-127.453,51.728,9,6,2006,16:53,Daylight,Bongo VNH,236,0.56,195,0,205,40.82,,"volume from wire out, wind SSE 15, tide ebbing ",15,40,2.649,0.18814,0.13484,0.34884,0.66634,0.18814,0,0,0,0,0,0.81215,0,0,4.58599,1.60313,0,0.03371,0,0,0.05879,19.64528,29.75443,0.85056,0,0,0,0.05017,8.30769,0,0,0,0,0,0,0,0,1.18961,15.31014,0,0,0,3.68447,0,0,0,0,0,1.0975,0,0,0,0,0,0.67614,0,0,0.23126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOS200715010401,BC Inlets,RI6,-127.29,51.675,29,8,2007,14:13,Daylight,Bongo VNH,236,0.56,138,0,153,34.85,105, ,2,41,2.409,0,0.15793,2.18537,0,0.44075,0,0,0,0,0,12.12052,2.61693,0,2.61693,1.50588,0,1.14301,0,0.00771,0.5895,40.38665,6.82973,1.76299,0,0,0,0,0.40545,0,0,0,0,0,0,0,0,12.23529,92.72195,0,0,0,6.24391,0,0,0,0,0,1.28551,0,0.48207,0,0,0,1.10617,0,0,2.97963,0,0,0,0,0,0,0,0,0,0,0,0.05252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18364,0,0,0,0,0,0,0,0,0,0,0,0,0.91822
IOS200826009901,BC Inlets,RI6,-127.283,51.675,14,6,2008,15:26,Daylight,Bongo VNH,236,0.56,130,0,140,27.27,100, ,2,33,2.539,0,0,0,0,0,0,0,0,0,0,0,0.20902,0,9.15292,3.84892,0,0.24994,0,0,1.54544,3.12114,24.98276,0.79795,0,0,0,0.11148,4.39714,0,0,0.0231,0,0,0,0,0,0.76274,0.09762,0,0,0,2.58159,0,0,0,0,0,0,0.20653,1.23212,0,0,0,0,0,0,0.69234,0,0,0,0,0,0,0,0,0,0,0,0.00305,0,0,0,0,0,0,0,0,0,0,3.59076,0,0,0,0.00141,0,0,0.02347,0,0,0,0,0,0,0,0,0,0,0,0,0
IOS200827013801,BC Inlets,RI6,-127.284,51.675,27,8,2008,8:00,Daylight,Bongo VNH,236,0.56,143,0,143,27.12,139, ,2,38,2.431,0,0.05074,0.05015,0.12537,0,0,0,0,0,0,0.36504,0.42035,0,1.09513,0,0,0.30077,0,0,1.31269,5.3174,1.35325,0.17552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05605,10.88644,0,0,0,0.82596,0,0,0,0,0,0.05162,0,0.11615,0,0,0,0.20833,0,0,0.52212,0.04351,0,0,0,0,0,0,0,0,0,0,0.0046,0,0,0,0,0,0,0,0,0,0,0,0.44838,0,0,0.00212,0,0,0.0826,0.1115,0,0,0,0,0,0,0,0,0,0,0,0
IOS200908014501,BC Inlets,RI6,-127.283,51.675,3,6,2009,0:16,Night,Bongo VNH,236,0.56,136,0,146,30.53,146, ,2,45,2.235,1.00623,0.18028,0,0,0,0,0,0,0,0,1.72945,0,0,4.42215,1.28398,0,1.31397,0,0.07044,5.09692,5.40428,13.45656,0,0,0.0849,0,1.34163,6.11071,0,0,0.91975,0,0,0,0.10272,0,6.02162,0.2116,0,0,0,2.0963,0,0,0,0,0,0,0,0.55028,0,0,3.35408,0.32755,0,0,0.61841,0.1546,0,0,0,0,0,0,0,0,0,0.02851,0.03815,0,0,0,0,0,0,0,0,0,0.99574,0.35637,0,0,0,0.00503,0,0,2.64134,3.4526,0.95906,0,0,0,0,0,0,0,0,0,0,0
IOS201012014701,BC Inlets,RI6,-127.283,51.675,2,6,2010,5:58,Daylight,Bongo VNH,236,0.56,135,0,145,28.76,146, ,2,38,2.309,0,0,0,0,0.22253,0,0,0,0,0,1.83588,9.51321,0,65.74242,0,0,0.41236,0,0,0.81869,4.40388,2.21697,0,0,0,0,0,1.28095,0,0,0.02191,0,0,0,0.00111,0,4.43394,5.59109,0,0,0,1.55772,0,0,0,0,0,0,0,0.58414,0,0,0,0,0,0,0.32823,0,0,0,0,0,0,0,0,0,0,0.01869,0.01591,0,0,0,0,0,0,0,0,0,0,2.93185,0,0,0,0.00067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10953,0,0
IOS201520019201,BC Inlets,RI6,-127.285,51.675,4,6,2015,21:21,Daylight,Bongo VNH,236,0.56,134,0,141,24.28,191, ,35,40,2.503,0,0,0,0.39127,0,0,0,0,0,0,1.08731,0,0,25.79901,0.85338,0,0.85721,0,0.01423,1.89284,11.15782,2.48303,0,0,0,0,0,0.13028,0,0,0.41516,0,0,0.23476,0.48632,0.84349,10.44152,5.95058,0,0,0,1.58155,0,0,0,0,0.05931,0,0,0.34596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22405,0,0,0,0.01898,0,0,0.39539,0.07117,0,0,0,0,0,0,0,0,0,0,0,0
IOS201012013401,BC Inlets,UBC07,-127.536,51.598,1,6,2010,19:12,Daylight,Bongo VNH,236,0.56,300,0,331,71.71,133,Dan picked from frozen side. ,2,50,2.404,0,0.46052,0.04686,0,0.28559,0,0,0,0,0,6.28397,6.39911,0,0.46855,0.69195,0.01785,0.25596,0,0,0.93426,39.64412,17.26152,0.15172,0,0,0,0,0.06314,0,0,0.21286,1.91828,0,0.03291,0.22312,0,1.16246,0.57398,0,0,0,2.85595,0,0,0,0,0,0.31237,0,15.93083,0.00558,0,0,0,6.31753,0,0.39492,0,0,0,0,0,0,0,0,0,0,0.11994,0,0,0,0,0,0,0,0,0,0,0,2.731,5.4263,0.40831,0,0.00214,0,0,0.99958,0,0,0,0,0,0,0,0,0,0,0,0,0
IOS200620013301,Broughton,CYPRESS,-126.67,50.837,9,6,2006,18:17,Daylight,Other,100,1,3,0,5,1,,"22h, on mooring line ",15,12,1.082,0,0,0,0,2.88,0,0,0,0,0,24.72,0,0,0,0,0.095,0.0415,0,0,0,1.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOS200620013401,Broughton,CYPRESS1,-126.668,50.833,6,6,2006,14:15,Daylight,SCOR HNH,202,0.5,3,0,5,60.61,,toyo 0-1.5m 0 to 1m from shore ,15,15,1.391,0,0,0,0,0.14255,0,0,0,0,0,0.05098,0,0,0,0,0.2257,0,0,0.00004,0.00087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356,0,0.0396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00586,0,0,0,0,0,0,0,0,0,0,0,0,0.0297,0,0,0.11985
IOS200620013501,Broughton,CYPRESS2,-126.671,50.834,6,6,2006,14:35,Daylight,SCOR HNH,202,0.5,3,0,5,60.61,,toyo 0-1.5m 0 to 1m from shore ,15,12,1.268,0,0,0,0,0.12275,0,0,0,0,0,0,0,0,0,0,0.10658,0,0,0,0.00065,0,0,0,0,0,0,0.00148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01808
IOS200620013601,Broughton,CYPRESS3,-126.672,50.836,6,6,2006,14:49,Daylight,SCOR HNH,202,0.5,3,0,5,109.09,,toyo 0-1.5m 0 to 1m from shore ,15,20,1.354,0.83894,0,0,0,0.20827,0,0,0,0,0,0,0,0,0,0,0.12833,0,0,0.00011,0.00161,0.00132,0,0,0.00486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00733,0,0,0,0,0,0,0.00323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353,0,0,0,0,0,0,0,0,0,0,0,0.00037,0.01925,0,0,0.01877
IOS200620013701,Broughton,CYPRESS4,-126.67,50.838,6,6,2006,16:08,Daylight,SCOR HNH,202,0.5,3,0,5,96.97,,toyo 0-1.5m 0 to 1m from shore ,15,10,1.355,0,0,0,0,0.3696,0,0,0,0,0,0,0,0,0,0,0.16912,0.00165,0,0.00005,0.00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02353,0,0,0,0,0,0,0,0,0,0,0,0,0.05053,0,0,0.00231
IOS200620013801,Broughton,CYPRESS5,-126.668,50.839,6,6,2006,16:20,Daylight,SCOR HNH,202,0.5,3,0,5,266.67,,toyo 0-1.5m 0 to 1m from shore ,15,14,1.445,0.00033,0,0,0,0.024,0,0,0,0,0.00435,0,0,0,0,0,0.06345,0,0,0.00001,0.00011,0,0,0,0,0,0,0.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221,0,0,0,0,0,0,0,0,0,0,0,0,0.00262,0,0,0.01302
SCS201010036801,Broughton,E10.1V,-126.707,50.759,2,6,2010,10:41,Daylight,SCOR VNH,250,0.5,20,0,40,3.93,, ,28,27,2.217,0.02036,0,0,0,7.32825,0,0,0,0,0,0,0,0,0,0,5.2519,0.02036,0,0.05619,1.51043,5.8626,0,0,0,0,0,1.9542,0.06336,0,0.18728,0,0,0,0,0.53333,0.3257,0,0,0.14656,0,0,0,0,0.11399,1.02595,0,0,0,0,0,0,0,0.89751,1.57761,31.29415,0,0.15013,0,0,0,0,0,0,0,0,0,0,0.43806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11705,0,0.17812,0,0,0,0,0,0,0,0,47.47074,0,0
SCS201010036901,Broughton,E10.2V,-126.709,50.759,2,6,2010,11:01,Daylight,SCOR VNH,250,0.5,20,0,40,3.93,, ,28,29,2.376,0.04478,0,0,0,6.8397,0,0,0,0,0,0,0,0,0,0,2.56489,0.01018,0,0.01588,1.08498,3.41578,0,0,0,0,0,0.6514,0.57608,0,0,0,0.50814,0,0,0.12621,0,0,0,0,0,0,0,0,0,0.89771,0,0,0,0,0,0,0,5.12977,1.27226,5.87786,0,0.30025,0,0,0.26056,0,0,0,0,0,0,0,0.21048,0.01059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09924,0,0,0,0,0,0,0,0,0,0,0,0,0
SCS201010037001,Broughton,E10.3V,-126.712,50.759,2,6,2010,11:21,Daylight,SCOR VNH,250,0.5,20,0,40,3.93,, ,28,35,2.447,0.37048,0,0,0,5.69975,0,0,0,0,2.36132,0,0,0.96489,0,0,1.54707,0.10666,0,0.0171,3.00459,7.93893,0,0,0,0,0,1.9542,0.12672,0.91603,0,0,0,0,0,0.04478,0.6514,0,0,0,0,0,0,0,0.11399,0,0,0,0,0,0,0,0,4.71756,1.76845,23.51145,1.11715,0,0,0,0,0,0,0,0,0,0,0,0.15755,0.00529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04885,0,0,1.38422,0,0,0,0,0,0,0,0,0,0,0,0,0
SCS201010037101,Broughton,E10H,-126.713,50.759,2,6,2010,11:40,Daylight,SCOR HNH,250,0.5,1,0,40,8.41,, ,28,30,2.359,0,0,0,0,7.68609,0,0,0,0,1.10345,0,0,0,0,0,0.91319,0.35367,0,0.00685,1.40784,2.38954,0,0,0,0,0,1.12533,0,0.28537,0,0,0,0,0,0.03425,0,0,0,0,0,0,0,0,0.05327,0,0,0,0,0,0,0,0,2.1308,0.22592,3.11534,0,0,0,0,0,0,0,0,0,0,0,0,0.41036,0.00495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06849,0,0,2.7396,0,0,0,0,0,0,0,0,0.02854,0,0,0,0.05707
SCS201011040801,Broughton,E11.1V,-126.712,50.759,9,6,2010,15:00,Daylight,SCOR VNH,250,0.5,20,0,40,3.93,, ,28,29,2.414,0,0,0,0,2.64631,0,0,0,0,0,0,0,0.48244,0,0,0.39695,0.04071,0,0.01588,1.62646,1.68957,0,0,0,0,0,1.46565,0,0.30534,0.04682,0,0,0,0,0.06921,0,0,0,0,0,0,0,0,0.11399,0,0,0,0,0.17913,0,0,0,0.36844,1.45038,31.15267,0,0,0,0,0,0,0,0,0,0,0,0,0.17751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00773,0,0,2.07634,0,0,0,0,0,0,0,0,0,0,0,0,0
SCS201011040901,Broughton,E11.2V,-126.711,50.758,9,6,2010,15:20,Daylight,SCOR VNH,250,0.5,20,0,40,3.93,, ,28,29,2.222,0.3257,0,0,0,7.32825,0,0,0,0,0,0,0,0,0,0,0.36641,0.02036,0,0.02931,2.84174,1.46565,0.5598,0,0,0,0,1.15165,0,0,0.09364,0,0,0,0,0.09364,0,1.22137,0,0.14656,0,0,0,0,0.17099,0,0,0,0,0.02239,0.53435,0,0,0,2.03511,15.06362,0,0,0,0,0,0,0,0,0,0,0,0,0.20519,0.00529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01548,0,0,4.31552,0,0,0,0,0,0,0,0,0,0,0,0,0
SCS201011041001,Broughton,E11.3V,-126.707,50.758,9,6,2010,15:40,Daylight,SCOR VNH,250,0.5,20,0,40,3.93,, ,28,29,2.224,0,0,0,0,3.01272,0,0,0,0,0,0,0,0.96489,0,0,0.48854,0.06107,0,0.00977,2.61781,2.76845,0.05089,0,0,0,0,1.98626,0,0.30534,0.37455,0,0,0,0,0.08143,0,0,0,0,0,0,0,0,0,1.02595,0,0,0,0,0,0,0,0.02443,0.96692,10.71246,0,0,0,0,0,0,0,0,0,0.22392,0,0,0.0684,0,0,0,0,0,0,0,0,0,0,0,0.69211,0,0,0,0.05293,0,0,4.07125,0,0,0,0,0,0,0,0,0,1.83206,0,0,0
SCS201011041101,Broughton,E11H,-126.713,50.759,9,6,2010,16:00,Daylight,SCOR HNH,250,0.5,1,0,40,3.58,, ,28,26,2.082,0,0,0,0,28.96089,0,0,0,0,0,0,0,1.05922,0,0,3.84357,1.16201,0,0.03933,4.76425,0.40223,0,0,0,0,0,15.73184,11.12849,0,0.10279,0,0,0,0,0.01788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36872,29.05028,0,0,0,0,0,0,0,0,0,0,0,0,0.16447,0.04648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876,0,0,12.87151,0,0,0,0,0,0,0,0,0,16.08939,0,0,0
IOS200620013201,Broughton,FOX IS 1,-126.598,50.717,9,6,2006,17:45,Daylight,Other,100,1,2,0,5,1,,"23.8h, Marty's net pen ",15,13,0.529,0,0,0,0,112.64,0,0,0,0,18.56,0,0,0,0,0,6.24,0.688,3.96,0.0192,2.112,201.39841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOS200620013901,Broughton,FOX IS 2,-126.598,50.717,10,6,2006,16:25,Daylight,Other,100,1,2,0,5,1,,"15.2h, Marty's net pen ",15,14,0.833,0,0,0,0,197.76,0,0,0,0,37.12,0,0,0,0,0,23.04,0.96,0,0.0192,4.224,226.15361,0,0,2.1216,0,0,6.144,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCS201010038001,Broughton,G10.1V,-126.583,50.875,3,6,2010,12:06,Daylight,SCOR VNH,250,0.5,20,0,40,3.93,, ,28,42,2.278,2.99643,0,0,0,19.70483,0,0,0,0,0,0,0,3.85954,0,0,9.28244,0.01466,0,0.00733,2.31654,8.99084,0.31552,0,0,0,0,1.3028,0,0,0,0,0,0,0,0.10585,0.3257,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0.26718,0,0,15.37405,1.0687,23.51145,0,0.15013,0,0,0,0,0,0,0,0,0,0,1.99816,0,0,0,0,0,0,0,0,0,0,0,1.03817,0,0,0,0.05455,0.89567,0,4.8855,0,0,0,0,0,0,0,0,0.16285,0,0,0,0
SCS201010038101,Broughton,G10.2V,-126.584,50.876,3,6,2010,12:26,Daylight,SCOR VNH,250,0.5,20,0,40,3.93,, ,28,38,2.476,1.28448,0,0,0,5.69975,0,0,0,0,0,0.83969,0,2.89466,0,0,1.85242,0.02402,0,0.00793,0.83867,5.9888,0.26463,0,0,0,0,0,0,0,0,0,0,0,0,0.03257,0.48855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23166,0.00529,0,0,0,0,0,0,0,0,0,0,0.17303,0,0,0,0.01425,0.44784,0,1.87277,0,0,0,0,0,0,0,0,0.00509,0.14758,0,0,0.20356
SCS201010038201,Broughton,G10.3V,-126.585,50.877,3,6,2010,12:46,Daylight,SCOR VNH,250,0.5,20,0,40,3.93,, ,28,39,2.354,1.29059,0,0,0,12.21374,0,0,0,0,2.50127,0,0,5.78931,0,0,6.67685,0.04519,0,0.02443,3.03308,10.57303,0.58015,0,0,0,0,1.3028,0,0,0.09364,0,0,0,0,0.07735,0.6514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63359,6.514,26.81934,0,0,0,0,0,0,0,0,0,0,0,0,1.62036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74555,0,0,0,0,0,0,0,0,0.08142,7.32824,0,0,0
SCS201010038301,Broughton,G10H,-126.586,50.875,3,6,2010,12:59,Daylight,SCOR HNH,250,0.5,1,0,40,8.15,, ,28,13,1.736,0.31411,0,0,0,13.3497,0,0,0,0,0,0,0,0,0,0,0.33375,0,0,0,0.12761,0.0589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04986,0,0,2.59141,0,0,0,0,0,0,0,0,0,0,0,0,0
SCS201011042001,Broughton,G11.1V,-126.584,50.875,10,6,2010,6:50,Daylight,SCOR VNH,250,0.5,20,0,40,3.93,, ,28,29,2.243,0.35929,0,0,0,6.514,0,0,0,0,0,0.83969,0,4.82443,0,0,5.33334,0.06921,0,0.01221,3.24885,6.7542,0,0,0,0,0,0.02036,0,0,0,0,0,0,0,0.12621,0.9771,0,0,0,0,0,0,0,0,0,0,0,0,0.13435,0,0,0,0.22392,0,18.42239,0,0,0,0,0,0,0,0,0,0,0,0,1.44611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01059,0,0,3.50127,0.05496,0,0,0,0,0,0,0,0,0,0,0,0
SCS201011042101,Broughton,G11.2V,-126.585,50.877,10,6,2010,7:10,Daylight,SCOR VNH,250,0.5,20,0,40,3.93,, ,28,35,2.142,0.50484,0,0,0,6.1883,0,0,0,0,0,0,1.45038,0.96489,0,0,4.51909,0.11318,0,0.01954,2.83359,3.32417,5.9033,0,0,0,0,0,0,0,0.00585,0,0,0,0,0.09771,0.16285,0.30534,0,0,0,0,0,0,0,0.25649,0,0,0,1.07481,0,0,0,0.89567,0,0.7888,0,0,0,0,0,0,0,0,0,0,0,0,0.28051,0.00529,0,0,0,0,0,0,0,0,0,0,0.34606,0,0,0,0.01059,0,0,2.68702,0,0,0,0,0,0,0,0,0,0,0,0,0
SCS201011042201,Broughton,G11.3V,-126.585,50.875,10,6,2010,7:30,Daylight,SCOR VNH,250,0.5,20,0,40,3.93,, ,28,36,2.343,2.04377,0,0,0,6.514,0,0,0,0,0,0,0,9.64886,0,0,6.02544,0.13842,0,0.0171,3.80662,10.80915,1.69974,0,0,0,0,0.9771,0,0,0.09364,0,0,0,0,0.12214,0.6514,1.22137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3944,0.48346,0,0,0,0,0,0,0,0,0,0,0,0,1.31908,0.17872,0.00529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01792,0.44784,0,5.37405,0,5.69975,0,0,0,0,0,0,0,0,0,0,0.31756
SCS201011042301,Broughton,G11H,-126.586,50.875,10,6,2010,7:50,Daylight,SCOR HNH,250,0.5,1,0,40,3.84,, ,28,15,0.949,0.33333,0,0,0,1.08334,0,0,0,0,0,0,0,0,0,0,9.125,0.00375,0,0.00375,0.07083,0.1875,0,0,0,0,0,0.04167,0,0,0,0,0,0,0,0,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,0.04167,0,0,0,0,0,0,0,0,0,0.46875,0,0,0
SCS201010036401,Broughton,N10.1V,-126.531,50.785,1,6,2010,11:39,Daylight,SCOR VNH,250,0.5,20,0,40,3.93,, ,28,40,2.51,0.96489,0,0,0,19.05344,0,0,0,0,0.14758,0,0,0.96489,0,0,4.47837,0.14046,0,0.01954,2.02341,10.50381,0,0,0,0,0,2.99542,0,0.30534,0,0,0,0,0,0.21985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35827,0,0,0,6.87634,6.79363,108,0,0,0,0,0,0,0,0,0,0,0,0,0.91358,0.00529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06677,0,0,6.1883,0,0,0,0,0,0,0,0,0,0,0,0,0.31756
SCS201010036501,Broughton,N10.2V,-126.531,50.786,1,6,2010,11:59,Daylight,SCOR VNH,250,0.5,20,0,40,3.93,, ,28,38,2.402,0.20152,0,0,0,50.80916,0,0,0,0,0,0,0,7.71908,0,0,11.15521,0.18483,0,0.05863,6.37557,11.07379,3.257,0,0,0,0,6.51399,0,0,0,0,0,0,0,0.37455,1.3028,0,0,0,0,0,0,0,0.11399,0,0,0,0,0.71654,0,0,0,12.3603,7.31552,150.25446,0.03491,0,0,0,0,0,0,0,0,0.22392,0,0,0.96488,0,0,0,0,0,0,0,0,0,0,0,0.69211,0,0,0,0.13679,0,0,8.46819,0,0,0,0,0,0,0,0,0,0,0,0,0.52824
SCS201010036601,Broughton,N10.3V,-126.53,50.786,1,6,2010,12:19,Daylight,SCOR VNH,250,0.5,20,0,40,3.93,, ,28,34,2.435,0.02036,0,0,0,47.22646,0,0,0,0,0,0,0,0,0,0,6.35115,0.19053,0,0.05374,4.69008,13.35369,0,0,0,0,0,0.18321,0,0,0,0,0,0,0,0.29312,0.3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26718,0,0,12.31806,9.93613,69.54199,0,0.15013,0,0,0,0,0,0,0,0,0,0.89059,0.54718,0.01059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09119,0,0,4.2341,0,0,0,0,0,0,0,0,0,0,2.96692,0,0
