SiteName,Region,Latitude,Longitude
Hatch Point to Whiskey Point/Mill Bay,Vancouver Island,48.654573,-123.540545
Mill Bay Nature Park,Vancouver Island,48.65907986,-123.5518169
Mill Bay Nature Park,Vancouver Island,48.65907986,-123.5518169
Hatch Point to Whiskey Point/Mill Bay,Vancouver Island,48.654573,-123.540545
Buttertubs Marsh,Vancouver Island,49.173735,-123.9680957
Departure Bay at Kinsmen Park,Vancouver Island,49.203522,-123.970167
Maffeo Sutton Park - Swyalana Lagoon and Marine Park,Vancouver Island,49.171189,-123.938266
Strait of Georgia at Neck Point and Neck Point Park,Vancouver Island,49.236657,-123.964791
Westwood Lake South,Vancouver Island,49.16341001,-124.0009689
Westwood Lake North,Vancouver Island,49.16416769,-124.0046167
Piper's Lagoon Park,Vancouver Island,49.22533327,-123.9499855
Walley Creek,Vancouver Island,49.23435727,-123.990798
Departure Bay at Beach Estates Park (Northfield Creek),Vancouver Island,49.193548,-123.957646
Millstone River-Bowen Park,Vancouver Island,49.174426,-123.957949
Diver Lake - Diver Lake Park,Vancouver Island,49.20221,-124.012912
Georgia Park,Vancouver Island,49.16963,-123.936697
Sealand Park,Vancouver Island,49.243009,-124.018606
Newcastle Island Marine Park,Vancouver Island,49.19136,-123.93685
Jack Point Park,Vancouver Island,49.166846,-123.894357
Brannen Lake Boat Ramp,Vancouver Island,49.20866116,-124.0568984
Departure Bay at Kinsmen Park,Vancouver Island,49.203522,-123.970167
Millstone River-Bowen Park,Vancouver Island,49.174426,-123.957949
Millstone River,Vancouver Island,49.17182805,-123.9428616
Maffeo Sutton Park - Swyalana Lagoon and Marine Park,Vancouver Island,49.171189,-123.938266
Departure Bay at Kinsmen Park,Vancouver Island,49.203522,-123.970167
Millstone River-Bowen Park,Vancouver Island,49.174426,-123.957949
Piper's Lagoon Park,Vancouver Island,49.22533327,-123.9499855
Invermere/Rafter Park,Vancouver Island,49.246919,-124.03078
Newcastle Island Marine Park,Vancouver Island,49.19136,-123.93685
Queen Elizabeth Promenade,Vancouver Island,49.17463374,-123.9413166
Louden Park,Vancouver Island,49.20999991,-124.0198946
Buttertubs Marsh,Vancouver Island,49.173735,-123.9680957
Maffeo Sutton Park - Swyalana Lagoon and Marine Park,Vancouver Island,49.171189,-123.938266
Chase River (North),Vancouver Island,49.148413,-123.965543
Long Lake at Long Lake Regional Park and Lakeview Park,Vancouver Island,49.213399,-124.021665
Departure Bay Beach,Vancouver Island,49.19639,-123.963045
Chase River Estuary Park,Vancouver Island,49.13444103,-123.9190865
Haslam Creek,Vancouver Island,49.06711827,-123.868103
Strait of Georgia at Neck Point and Neck Point Park,Vancouver Island,49.236657,-123.964791
Departure Bay at Beach Estates Park (Northfield Creek),Vancouver Island,49.193548,-123.957646
Departure Bay at Kinsmen Park,Vancouver Island,49.203522,-123.970167
Departure Bay Beach,Vancouver Island,49.19639,-123.963045
Green Lake,Vancouver Island,49.231476,-124.057727
Buttertubs Marsh,Vancouver Island,49.173735,-123.9680957
Haslam Creek,Vancouver Island,49.06711827,-123.868103
Sealand Park,Vancouver Island,49.243009,-124.018606
Chase River Estuary Park,Vancouver Island,49.13444103,-123.9190865
Invermere/Rafter Park,Vancouver Island,49.246919,-124.03078
Maffeo Sutton Park - Swyalana Lagoon and Marine Park,Vancouver Island,49.171189,-123.938266
Queen Elizabeth Promenade,Vancouver Island,49.17463374,-123.9413166
Departure Bay Beach,Vancouver Island,49.19639,-123.963045
Strait of Georgia at Neck Point and Neck Point Park,Vancouver Island,49.236657,-123.964791
Sealand Park,Vancouver Island,49.243009,-124.018606
Departure Bay at Kinsmen Park,Vancouver Island,49.203522,-123.970167
Queen Elizabeth Promenade,Vancouver Island,49.17463374,-123.9413166
Louden Park,Vancouver Island,49.20999991,-124.0198946
Departure Bay at Beach Estates Park (Northfield Creek),Vancouver Island,49.193548,-123.957646
Departure Bay at Kinsmen Park,Vancouver Island,49.203522,-123.970167
Chase River (North),Vancouver Island,49.148413,-123.965543
Diver Lake - Diver Lake Park,Vancouver Island,49.20221,-124.012912
Newcastle Island Marine Park,Vancouver Island,49.19136,-123.93685
Waterfront Walkway (Chestnut St to Dawes St),Vancouver Island,49.18750984,-123.9501572
Invermere/Rafter Park,Vancouver Island,49.246919,-124.03078
Sealand Park,Vancouver Island,49.243009,-124.018606
Piper's Lagoon Park,Vancouver Island,49.22533327,-123.9499855
Nanoose Harbour - South,Vancouver Island,49.25641,-124.181185
Nanoose Beach Rd.,Vancouver Island,49.26200753,-124.1894531
Nanoose Harbour at Qualicum National Wildlife Area,Vancouver Island,49.267242,-124.19131
Halalt Indian Reserve,Vancouver Island,48.87908248,-123.6968279
Chemainus River Bridge,Vancouver Island,48.8830618,-123.6875582
Bazan Bay Park,Vancouver Island,48.620952,-123.405384
Patricia Bay at Institute of Ocean Sciences,Vancouver Island,48.650718,-123.451122
Deep Cove,Vancouver Island,48.687189,-123.473905
Patricia Bay at Institute of Ocean Sciences,Vancouver Island,48.650718,-123.451122
Deep Cove,Vancouver Island,48.687189,-123.473905
Bazan Bay Park,Vancouver Island,48.620952,-123.405384
Shell Beach - Portland Island,Vancouver Island,48.721882,-123.383865
Bazan Bay Park,Vancouver Island,48.620952,-123.405384
Deep Cove,Vancouver Island,48.687189,-123.473905
Patricia Bay at Institute of Ocean Sciences,Vancouver Island,48.650718,-123.451122
Patricia Bay at Institute of Ocean Sciences,Vancouver Island,48.650718,-123.451122
Bazan Bay Park,Vancouver Island,48.620952,-123.405384
Harbourside Business Park,Greater Vancouver,49.313184,-123.09682
Lynn Valley at Headwaters Park,Greater Vancouver,49.366204,-123.03304
Panorama Park,Greater Vancouver,49.328834,-122.949211
Mosquito Creek Park - North,Greater Vancouver,49.327345,-123.091185
Lynn Canyon At 30 Foot Pool,Greater Vancouver,49.341789,-123.0165338
Old Buck Trail,Greater Vancouver,49.32162552,-122.9687262
Wagg Creek at Wagg Park,Greater Vancouver,49.327957,-123.07686
Princess Park,Greater Vancouver,49.341515,-123.055499
Tempe Heights Pond,Greater Vancouver,49.332607,-123.059063
North end of Lion's Gate Bridge,Greater Vancouver,49.31796096,-123.1366539
Cates Park Dock,Greater Vancouver,49.30136909,-122.9601002
Lower Mackay Creek Park,Greater Vancouver,49.31840855,-123.1038237
Lynnmouth Park,Greater Vancouver,49.30732937,-123.039279
Sarita Park - Mackay Creek,Greater Vancouver,49.359629,-123.0916
William Griffin Park,Greater Vancouver,49.33331674,-123.0921507
Cates Park Shoreline West,Greater Vancouver,49.30195676,-122.959156
Mouth of Mackay Creek on west side,Greater Vancouver,49.31675103,-123.1023002
Cates Park Shoreline East,Greater Vancouver,49.30369173,-122.9516888
Taylor Creek at Sherwood Park School,Greater Vancouver,49.306755,-122.9581475
Lynn Valley Creeks (Coleman and Hastings),Greater Vancouver,49.33770722,-123.0344188
Waterfront Park,Greater Vancouver,49.311588,-123.086528
Thain Creek on Braemar School Property,Greater Vancouver,49.343853,-123.080568
Rice Lake,Greater Vancouver,49.358697,-123.012725
Seymour River at Maplewood Farm Park,Greater Vancouver,49.309007,-123.021089
Mackay Creek at Canyon Heights,Greater Vancouver,49.351809,-123.099022
Seymour River at Maplewood Farm Park,Greater Vancouver,49.309007,-123.021089
Panorama Park,Greater Vancouver,49.328834,-122.949211
Mackay Creek at Canyon Heights,Greater Vancouver,49.351809,-123.099022
Lynn Valley at Headwaters Park,Greater Vancouver,49.366204,-123.03304
Tempe Heights Pond,Greater Vancouver,49.332607,-123.059063
Cates Park Shoreline West,Greater Vancouver,49.30195676,-122.959156
Lynn Valley Creeks (Coleman and Hastings),Greater Vancouver,49.33770722,-123.0344188
Mackay Creek at Kiwanis Park,Greater Vancouver,49.32249267,-123.1017637
William Griffin Park,Greater Vancouver,49.33331674,-123.0921507
Panorama Park,Greater Vancouver,49.328834,-122.949211
North end of Lion's Gate Bridge,Greater Vancouver,49.31796096,-123.1366539
Draycott Westover Park,Greater Vancouver,49.33807075,-123.0241728
Lynn Creek at Bridgeman and Seylynn Park,Greater Vancouver,49.311636,-123.034536
Lynn Canyon At 30 Foot Pool,Greater Vancouver,49.341789,-123.0165338
Cates Park Shoreline East,Greater Vancouver,49.30369173,-122.9516888
Waterfront Park,Greater Vancouver,49.311588,-123.086528
Cates Park Dock,Greater Vancouver,49.30136909,-122.9601002
Wagg Creek at Wagg Park,Greater Vancouver,49.327957,-123.07686
Bottom Seymour River off Spicer Rd,Greater Vancouver,49.30285223,-123.0227995
Sarita Park - Mackay Creek,Greater Vancouver,49.359629,-123.0916
Mackay Creek at Kiwanis Park,Greater Vancouver,49.32249267,-123.1017637
Cates Park Shoreline West,Greater Vancouver,49.30195676,-122.959156
Old Buck Trail,Greater Vancouver,49.32162552,-122.9687262
Hoskins Creek,Greater Vancouver,49.33739962,-123.0203962
Lynn Creek at Inter River Park,Greater Vancouver,49.324651,-123.026806
Lynnmouth Park,Greater Vancouver,49.30732937,-123.039279
Tempe Heights Pond,Greater Vancouver,49.332607,-123.059063
Capilano Salmon Hatchery,Greater Vancouver,49.3546223,-123.1100464
Lower Mackay Creek Park,Greater Vancouver,49.31840855,-123.1038237
Cates Park Shoreline - Event 2,Greater Vancouver,49.30251643,-122.9539204
Little Cates Park,Greater Vancouver,49.30542664,-122.948513
Lynn Canyon At 30 Foot Pool,Greater Vancouver,49.341789,-123.0165338
Cates Park Dock,Greater Vancouver,49.30136909,-122.9601002
Heywood Park,Greater Vancouver,49.32825462,-123.099575
Panorama Park,Greater Vancouver,49.328834,-122.949211
Capilano Salmon Hatchery,Greater Vancouver,49.3546223,-123.1100464
Mosquito Creek Park - North,Greater Vancouver,49.327345,-123.091185
Seymour River at Maplewood Farm Park,Greater Vancouver,49.309007,-123.021089
Hastings Creek,Greater Vancouver,49.3381826,-123.0396223
Waterfront Park,Greater Vancouver,49.311588,-123.086528
Sarita Park - Mackay Creek,Greater Vancouver,49.359629,-123.0916
Quarry Rock Trail,Greater Vancouver,49.33300911,-122.9428053
Strathcona Park,Greater Vancouver,49.31838058,-122.9434919
Harbourside Business Park,Greater Vancouver,49.313184,-123.09682
Lower Lonsdale - 3rd to Esplanade,Greater Vancouver,49.31225376,-123.078289
North East side of Lions Gate Bridge,Greater Vancouver,49.31793298,-123.1323624
Panorama Park,Greater Vancouver,49.328834,-122.949211
Sarita Park - Mackay Creek,Greater Vancouver,49.359629,-123.0916
Mackay Creek at Canyon Heights,Greater Vancouver,49.351809,-123.099022
Cates Park Shoreline West,Greater Vancouver,49.30195676,-122.959156
Cates Park Dock,Greater Vancouver,49.30136909,-122.9601002
Mosquito Creek Park - North,Greater Vancouver,49.327345,-123.091185
William Griffin Park,Greater Vancouver,49.33331674,-123.0921507
Wagg Creek at Wagg Park,Greater Vancouver,49.327957,-123.07686
Heywood Park,Greater Vancouver,49.32825462,-123.099575
Cates Park Shoreline East,Greater Vancouver,49.30369173,-122.9516888
Greenwood Park Quarry,Greater Vancouver,49.3300446,-123.0588913
Wagg Creek at Wagg Park,Greater Vancouver,49.327957,-123.07686
Tempe Heights Pond,Greater Vancouver,49.332607,-123.059063
Cates Park Shoreline West,Greater Vancouver,49.30195676,-122.959156
Cates Park Shoreline East,Greater Vancouver,49.30369173,-122.9516888
Panorama Park,Greater Vancouver,49.328834,-122.949211
Strathcona Park,Greater Vancouver,49.31838058,-122.9434919
Rice Lake,Greater Vancouver,49.358697,-123.012725
Harbourside Business Park,Greater Vancouver,49.313184,-123.09682
Waterfront Park,Greater Vancouver,49.311588,-123.086528
Willows Beach,Vancouver Island,48.436462,-123.301247
McNeill Bay,Vancouver Island,48.4132,-123.3115768
Uplands Park Shoreline,Vancouver Island,48.437659,-123.293749
Willows Park,Vancouver Island,48.4339274,-123.30441
Willows Park,Vancouver Island,48.4339274,-123.30441
McNeill Bay,Vancouver Island,48.4132,-123.3115768
McNeill Bay,Vancouver Island,48.4132,-123.3115768
Haynes Park to Turkey Head,Vancouver Island,48.424349,-123.305769
Willows Beach,Vancouver Island,48.436462,-123.301247
McNeill Bay,Vancouver Island,48.4132,-123.3115768
Haynes Park to Turkey Head,Vancouver Island,48.424349,-123.305769
Willows Beach,Vancouver Island,48.436462,-123.301247
Uplands Park Shoreline,Vancouver Island,48.437659,-123.293749
Haynes Park to Turkey Head,Vancouver Island,48.424349,-123.305769
Willows Beach - Event 2,Vancouver Island,48.43708787,-123.3004618
McNeill Bay,Vancouver Island,48.4132,-123.3115768
Willows Beach,Vancouver Island,48.436462,-123.301247
Willows Park,Vancouver Island,48.4339274,-123.30441
Beachcomber,Vancouver Island,49.308951,-124.208493
Surfside Drive,Vancouver Island,49.36826196,-124.4863415
Rathtrevor Beach Provincial Park,Vancouver Island,49.316901,-124.263694
French Creek Bay,Vancouver Island,49.34847903,-124.3582392
Surfside Drive,Vancouver Island,49.36826196,-124.4863415
Rathtrevor Beach Provincial Park,Vancouver Island,49.316901,-124.263694
Englishman River at Top Bridge Park,Vancouver Island,49.298938,-124.266734
French Creek Bay,Vancouver Island,49.34847903,-124.3582392
Rathtrevor Beach Provincial Park,Vancouver Island,49.316901,-124.263694
Rathtrevor Beach Provincial Park,Vancouver Island,49.316901,-124.263694
The Nature Trust of BC's Gun Boat Bay,Greater Vancouver,49.62394483,-123.9845753
Hamilton Beach,Vancouver Island,48.774293,-123.274699
River Road Victoria Quay at Johnston china creek,Vancouver Island,49.258002,-124.8143005
Loon Lake,Vancouver Island,49.25240033,-124.6999741
Maquinna Woods - Streams and Ponds,Vancouver Island,49.22754739,-124.7891092
Canal Beach,Vancouver Island,49.21871836,-124.8148584
Restless Bight _ Rowley Reefs to Kwakiutl Pt,Vancouver Island,50.35247089,-127.9718399
North Brooks,Vancouver Island,50.18588449,-127.8288889
South of Cape Palmerston,Vancouver Island,50.60176255,-128.2655525
Sea Otter Cove,Vancouver Island,50.67470554,-128.3505249
Raft Cove,Vancouver Island,50.58737834,-128.2355118
Port Hardy Beach at Tsulquate Park,Vancouver Island,50.728226,-127.491868
Port Hardy Beach at Carrot Park,Vancouver Island,50.724462,-127.49157
Port Hardy Beach at Tsulquate Park,Vancouver Island,50.728226,-127.491868
Sointula - Malcolm Island,Vancouver Island,50.629853,-127.019617
Port McNeill Harbour,Vancouver Island,50.590852,-127.080516
Sointula - Malcolm Island,Vancouver Island,50.629853,-127.019617
Cormorant Island - Alert Bay,Vancouver Island,50.593158,-126.937781
Port McNeill Harbour,Vancouver Island,50.590852,-127.080516
Port McNeill Harbour,Vancouver Island,50.590852,-127.080516
Boat Bay Conservancy,Vancouver Island,50.5234408,-126.5675211
Dallas Creek,Greater Vancouver,49.27432889,-122.8390789
Bedwell Bay Land Cleanup,Greater Vancouver,49.323921,-122.904315
Buntzen Lake,Greater Vancouver,49.340262,-122.857145
Noons Creek at Town Centre Park,Greater Vancouver,49.286489,-122.831084
Old Orchard Park and Beach,Greater Vancouver,49.28860662,-122.8440142
Inlet Park,Greater Vancouver,49.281529,-122.840157
Pacific Coast Terminals,Greater Vancouver,49.282246,-122.859346
Inlet Park,Greater Vancouver,49.281529,-122.840157
Rocky Point Park & Shoreline Park - Canoe/Kayak Cleanup,Greater Vancouver,49.28146827,-122.8495073
Rocky Point Park,Greater Vancouver,49.281691,-122.850445
Mossom Creek,Greater Vancouver,49.298885,-122.867294
Old Orchard Park and Beach,Greater Vancouver,49.28860662,-122.8440142
Dallas Creek,Greater Vancouver,49.27432889,-122.8390789
Inlet Park,Greater Vancouver,49.281529,-122.840157
Rocky Point Park & Shoreline Park - Canoe/Kayak Cleanup,Greater Vancouver,49.28146827,-122.8495073
Rocky Point Park,Greater Vancouver,49.281691,-122.850445
Shoreline Park at Noons Creek Hatchery,Greater Vancouver,49.28429574,-122.8350019
Buntzen Lake,Greater Vancouver,49.340262,-122.857145
Old Orchard Park and Beach,Greater Vancouver,49.28860662,-122.8440142
Noons Creek at Mountain Meadows Park,Greater Vancouver,49.290107,-122.828572
Noons Creek at Town Centre Park,Greater Vancouver,49.286489,-122.831084
Dallas Creek,Greater Vancouver,49.27432889,-122.8390789
Old Orchard Park and Beach,Greater Vancouver,49.28860662,-122.8440142
Inlet Park,Greater Vancouver,49.281529,-122.840157
Rocky Point Park,Greater Vancouver,49.281691,-122.850445
Buntzen Lake,Greater Vancouver,49.340262,-122.857145
Carmanah Beach,Vancouver Island,48.60556028,-124.7301865
Cribs Creek Beach,Vancouver Island,48.62519355,-124.7665787
Cheewhat Beach and Clo-oose Beach,Vancouver Island,48.65740734,-124.8106098
Clo-oose Beach,Vancouver Island,48.66174443,-124.8237419
Mouth of Gordon River,Vancouver Island,48.57640838,-124.4136
Walbran Creek - Pacific Rim National Park,Vancouver Island,48.58029816,-124.6590328
Vancouver Point - Pacific Rim National Park Reserve,Vancouver Island,48.5892123,-124.6867561
Bonilla Point - Pacific Rim National Park Reserve,Vancouver Island,48.5950312,-124.7170544
Willingdon Beach Nature Trail Shoreline,Greater Vancouver,49.84626,-124.530431
Malaspina Strait from Donkersley Road,Greater Vancouver,49.77339356,-124.3809414
Savary Island,Greater Vancouver,49.935406,-124.809749
Gibson's Beach,Greater Vancouver,49.895748,-124.612071
Donkersly Beach,Greater Vancouver,49.77167519,-124.3865204
Hays Creek - Lower Portion,North Coast,54.32130423,-130.3078508
Rotary Waterfront Park,North Coast,54.31386968,-130.3301668
Rotary Waterfront Park,North Coast,54.31386968,-130.3301668
Hays Creek - Lower Portion,North Coast,54.32130423,-130.3078508
Hays Creek - Upper Portion,North Coast,54.31003923,-130.3127432
Prince Rupert Docks,North Coast,54.320717,-130.315013
Cow Bay,North Coast,54.31790002,-130.3219271
Hays Creek - Upper Portion,North Coast,54.31003923,-130.3127432
Prince Rupert Docks,North Coast,54.320717,-130.315013
Rotary Waterfront Park,North Coast,54.31386968,-130.3301668
Prince Rupert Docks,North Coast,54.320717,-130.315013
Fern Passage,North Coast,54.30931316,-130.2555799
Rotary Waterfront Park,North Coast,54.31386968,-130.3301668
Qualicum Bay,Vancouver Island,49.398421,-124.607678
Four Poles Beach in Qualicum Beach,Vancouver Island,49.355338,-124.443688
Qualicum Bay,Vancouver Island,49.398421,-124.607678
Qualicum Bay,Vancouver Island,49.398421,-124.607678
Qualicum Bay,Vancouver Island,49.398421,-124.607678
Sargeant Bay Provincial Park,Greater Vancouver,49.476625,-123.861828
Sargeant Bay Provincial Park,Greater Vancouver,49.476625,-123.861828
North Arm Jetty,Greater Vancouver,49.22854231,-123.2316899
London Landing,Greater Vancouver,49.115549,-123.156033
Gilbert Beach,Greater Vancouver,49.11294,-123.150622
Minoru Park and Lake,Greater Vancouver,49.168379,-123.144107
Blair Point,Greater Vancouver,49.110679,-123.142268
West Dyke Trail at Blundell,Greater Vancouver,49.16265232,-123.1972075
Bath Slough Trail,Greater Vancouver,49.18582688,-123.0842543
Terra Nova Rural Park - Dyke Area,Greater Vancouver,49.173586,-123.200236
River Road Reach,Greater Vancouver,49.174565,-123.187694
West Dyke Trail from Springhill Rd to Steveston Hwy,Greater Vancouver,49.137444,-123.195202
Fraser River at BCIT Aerospace Campus,Greater Vancouver,49.18414386,-123.1433487
North Fraser Arm,Greater Vancouver,49.136202,-123.059895
Dyke Rd at Fraserwood,Greater Vancouver,49.16551465,-122.9828024
South Dyke Trail from No 3 Rd to No 4 Rd,Greater Vancouver,49.11110195,-123.1230927
McDonald Beach Park,Greater Vancouver,49.21238292,-123.1680679
Dyke at the foot of #4 Road,Greater Vancouver,49.114094,-123.114516
Middle Arm Trail East,Greater Vancouver,49.17968359,-123.1430054
North Arm Trail at No 5 Rd,Greater Vancouver,49.19668096,-123.091507
Garry Point Park (North),Greater Vancouver,49.126499,-123.197519
Fraser River at Triangle Beach,Greater Vancouver,49.14078646,-123.0554152
Garry Point Park - Public beach,Greater Vancouver,49.12494945,-123.1947613
North Arm Trail at Shell Rd,Greater Vancouver,49.19785878,-123.1027937
Woodwards Landing,Greater Vancouver,49.11952888,-123.0967855
Middle Arm Trail West,Greater Vancouver,49.17393233,-123.1649351
Garry Point Park (South),Greater Vancouver,49.125013,-123.1979648
West Dyke Trail at Williams Rd,Greater Vancouver,49.140854,-123.197112
West Dyke Trail from Garry Point to Steveston Hwy,Greater Vancouver,49.12848794,-123.1954479
Iona Island Park/Beach,Greater Vancouver,49.2194,-123.2144
Garry Point Park - Public beach,Greater Vancouver,49.12494945,-123.1947613
West Dyke Trail from Springhill Rd to Steveston Hwy,Greater Vancouver,49.137444,-123.195202
West Dyke Trail at Williams Rd,Greater Vancouver,49.140854,-123.197112
Edgewater Park,Greater Vancouver,49.148191,-123.195163
West Dyke Trail from Garry Point to Steveston Hwy,Greater Vancouver,49.12848794,-123.1954479
No. 3 Rd. at the dyke - west,Greater Vancouver,49.11042774,-123.1362033
McDonald Beach Park,Greater Vancouver,49.21238292,-123.1680679
Inglis Drive,Greater Vancouver,49.17760761,-123.1669521
Garry Point Park (South),Greater Vancouver,49.125013,-123.1979648
Garry Point Park (North),Greater Vancouver,49.126499,-123.197519
Middle Arm Trail West,Greater Vancouver,49.17393233,-123.1649351
Terra Nova Rural Park - Dyke Area,Greater Vancouver,49.173586,-123.200236
Steveston Dyke (East),Greater Vancouver,49.122845,-123.17879
Iona Island Park/Beach,Greater Vancouver,49.2194,-123.2144
Steveston Dyke (West),Greater Vancouver,49.12399457,-123.1811142
North Arm Trail at Shell Rd,Greater Vancouver,49.19785878,-123.1027937
Garden City Community Park,Greater Vancouver,49.164251,-123.119831
Middle Arm Trail West,Greater Vancouver,49.17393233,-123.1649351
Minoru Park and Lake,Greater Vancouver,49.168379,-123.144107
Middle Arm Trail East,Greater Vancouver,49.17968359,-123.1430054
Garry Point Park - Public beach,Greater Vancouver,49.12494945,-123.1947613
Inglis Drive,Greater Vancouver,49.17760761,-123.1669521
McDonald Beach Park,Greater Vancouver,49.21238292,-123.1680679
Dyke Rd at Fraserwood,Greater Vancouver,49.16551465,-122.9828024
River Road Reach,Greater Vancouver,49.174565,-123.187694
Terra Nova Rural Park - Dyke Area,Greater Vancouver,49.173586,-123.200236
North Arm Trail at No 5 Rd,Greater Vancouver,49.19668096,-123.091507
Edgewater Park,Greater Vancouver,49.148191,-123.195163
West Dyke Trail from Springhill Rd to Steveston Hwy,Greater Vancouver,49.137444,-123.195202
West Dyke Trail from Francis Rd to Blundell Rd,Greater Vancouver,49.15184691,-123.1957054
West Dyke Trail at Williams Rd,Greater Vancouver,49.140854,-123.197112
West Dyke Trail at Blundell,Greater Vancouver,49.16265232,-123.1972075
Steveston Dyke (West),Greater Vancouver,49.12399457,-123.1811142
West Dyke Trail from Garry Point to Steveston Hwy,Greater Vancouver,49.12848794,-123.1954479
Woodwards Landing,Greater Vancouver,49.11952888,-123.0967855
Middle Arm Fraser,Greater Vancouver,49.1789542,-123.1522751
Garry Point Park (North),Greater Vancouver,49.126499,-123.197519
Garry Point Park (South),Greater Vancouver,49.125013,-123.1979648
Fraser River at Deas Basin,Greater Vancouver,49.12537071,-123.0865717
Fraser River south of Nelson Rd,Greater Vancouver,49.15454146,-123.0130148
South Dyke Trail from No 3 Rd to No 4 Rd,Greater Vancouver,49.11110195,-123.1230927
North Arm Jetty,Greater Vancouver,49.22854231,-123.2316899
Steveston Dyke (East),Greater Vancouver,49.122845,-123.17879
Iona Island Park/Beach,Greater Vancouver,49.2194,-123.2144
Gilbert Beach - Event 2,Greater Vancouver,49.11323691,-123.151288
Gilbert Beach,Greater Vancouver,49.11294,-123.150622
Iona Beach Regional Park - Event 2,Greater Vancouver,49.22017596,-123.2147169
Garry Point Park - Public beach,Greater Vancouver,49.12494945,-123.1947613
Garry Point Park (South),Greater Vancouver,49.125013,-123.1979648
Middle Arm Trail West,Greater Vancouver,49.17393233,-123.1649351
West Dyke Trail from Garry Point to Steveston Hwy,Greater Vancouver,49.12848794,-123.1954479
McDonald Beach Park,Greater Vancouver,49.21238292,-123.1680679
Woodwards Landing,Greater Vancouver,49.11952888,-123.0967855
Woods Island Park,Greater Vancouver,49.212524,-123.165385
River Road Reach,Greater Vancouver,49.174565,-123.187694
Garry Point Park (North),Greater Vancouver,49.126499,-123.197519
Middle Arm Trail East,Greater Vancouver,49.17968359,-123.1430054
Iona Island Park/Beach,Greater Vancouver,49.2194,-123.2144
No. 3 Rd. at the dyke - west,Greater Vancouver,49.11042774,-123.1362033
West Dyke Trail from Francis Rd to Blundell Rd,Greater Vancouver,49.15184691,-123.1957054
Blair Point,Greater Vancouver,49.110679,-123.142268
Gilbert Beach,Greater Vancouver,49.11294,-123.150622
Inglis Drive,Greater Vancouver,49.17760761,-123.1669521
Terra Nova Rural Park - Dyke Area,Greater Vancouver,49.173586,-123.200236
Minoru Park and Lake,Greater Vancouver,49.168379,-123.144107
Edgewater Park,Greater Vancouver,49.148191,-123.195163
Garry Point Park - Public beach,Greater Vancouver,49.12494945,-123.1947613
Minoru Park and Lake,Greater Vancouver,49.168379,-123.144107
Garden City Community Park,Greater Vancouver,49.164251,-123.119831
Iona Island Park/Beach,Greater Vancouver,49.2194,-123.2144
Garry Point Park (South),Greater Vancouver,49.125013,-123.1979648
Dyke Rd at Fraserwood,Greater Vancouver,49.16551465,-122.9828024
Woodwards Landing,Greater Vancouver,49.11952888,-123.0967855
Inglis Drive,Greater Vancouver,49.17760761,-123.1669521
North Arm Trail at No 5 Rd,Greater Vancouver,49.19668096,-123.091507
Garry Point Park (North),Greater Vancouver,49.126499,-123.197519
West Dyke Trail from Garry Point to Steveston Hwy,Greater Vancouver,49.12848794,-123.1954479
West Dyke Trail from Springhill Rd to Steveston Hwy,Greater Vancouver,49.137444,-123.195202
Steveston Dyke (East),Greater Vancouver,49.122845,-123.17879
Middle Arm Trail West,Greater Vancouver,49.17393233,-123.1649351
West Dyke Trail at Williams Rd,Greater Vancouver,49.140854,-123.197112
Middle Arm Trail East,Greater Vancouver,49.17968359,-123.1430054
Gilbert Beach,Greater Vancouver,49.11294,-123.150622
Steveston Dyke (West),Greater Vancouver,49.12399457,-123.1811142
Garry Point Park (North),Greater Vancouver,49.126499,-123.197519
Minoru Park and Lake,Greater Vancouver,49.168379,-123.144107
Garden City Community Park,Greater Vancouver,49.164251,-123.119831
West Dyke Trail from Francis Rd to Blundell Rd,Greater Vancouver,49.15184691,-123.1957054
Garry Point Park (South),Greater Vancouver,49.125013,-123.1979648
Garry Point Park - Public beach,Greater Vancouver,49.12494945,-123.1947613
Terra Nova Rural Park - Dyke Area,Greater Vancouver,49.173586,-123.200236
Edgewater Park,Greater Vancouver,49.148191,-123.195163
Iona Island Park/Beach,Greater Vancouver,49.2194,-123.2144
North Arm Jetty,Greater Vancouver,49.22854231,-123.2316899
Horseshoe Slough Trail,Greater Vancouver,49.12237967,-123.099221
Garry Point Park (North),Greater Vancouver,49.126499,-123.197519
Middle Arm Fraser,Greater Vancouver,49.1789542,-123.1522751
Woodwards Landing,Greater Vancouver,49.11952888,-123.0967855
Gilbert Beach,Greater Vancouver,49.11294,-123.150622
North Arm Trail at Shell Rd,Greater Vancouver,49.19785878,-123.1027937
North Arm Trail at No 5 Rd,Greater Vancouver,49.19668096,-123.091507
Middle Arm Trail West,Greater Vancouver,49.17393233,-123.1649351
China Beach at China Beach Provincial Park,Vancouver Island,48.4331033,-124.092453
Sombrio Beach,Vancouver Island,48.499354,-124.300981
China Beach at China Beach Provincial Park,Vancouver Island,48.4331033,-124.092453
China Beach at China Beach Provincial Park,Vancouver Island,48.4331033,-124.092453
Sombrio Beach,Vancouver Island,48.499354,-124.300981
Jordan River,Vancouver Island,48.421361,-124.055371
Sombrio Beach,Vancouver Island,48.499354,-124.300981
Jordan River,Vancouver Island,48.421361,-124.055371
Roberts Creek Shoreline,Greater Vancouver,49.4216,-123.6514
Flume Park at Roberts Creek,Greater Vancouver,49.4188,-123.646826
